Name,Height,Capacity (MW),Province/State(s),Coordinates,Year of completion,Owner,Reservoir formed,Image
Duncan Dam[147],130 ft (40 m),0,British Columbia,50°15′0″N 116°56′47″W﻿ / ﻿50.25000°N 116.94639°W,1967,BC Hydro,raised Duncan Lake,
