Name,Height,Capacity (MW),Province/State(s),Coordinates,Year of completion,Owner,Reservoir formed,Image
Unity Dam[112][113],82 ft (25 m),proposed 0.8[114],Oregon,43°30′0″N 118°10′48″W﻿ / ﻿43.50000°N 118.18000°W,1938,United States Bureau of Reclamation,Unity Reservoir,
