Name,Height,Capacity (MW),Province/State(s),Coordinates,Year of completion,Owner,Reservoir formed,Image
Tumwater Canyon Dam[225],23 ft (7.0 m),0,Washington,47°36′59″N 120°43′22″W﻿ / ﻿47.61639°N 120.72278°W,1909,Chelan County Public Utility District,Lake Jolanda,
