Name,Height,Capacity (MW),Province/State(s),Coordinates,Year of completion,Owner,Reservoir formed,Stream
Blackfoot Dam,44 ft (13 m)[84],0,Idaho,43°0′0″N 111°42′36″W﻿ / ﻿43.00000°N 111.71000°W[85],1911[85],United States Bureau of Indian Affairs[85],Blackfoot Reservoir,Blackfoot River
