Name,Height,Capacity (MW),Province/State(s),Coordinates,Year of completion,Owner,Reservoir formed,Stream
Magic Dam,128 ft (39 m)[128],9[129],Idaho,43°15′0″N 114°22′12″W﻿ / ﻿43.25000°N 114.37000°W[128],1910[128],"Magic Reservoir Hydroelectric, Inc.[128]",Magic Reservoir,Big Wood River
