Name,Height,Capacity (MW),Province/State(s),Coordinates,Year of completion,Owner,Reservoir formed,Image
Black Canyon Diversion Dam[117],183 ft (56 m),10.2[98],Idaho,43°52′48″N 116°28′48″W﻿ / ﻿43.88000°N 116.48000°W,1924,United States Bureau of Reclamation,Black Canyon Reservoir,
