Name,Height,Capacity (MW),Province/State(s),Coordinates,Year of completion,Owner,Reservoir formed,Image
Oakley Dam[106],139 ft (42 m),0,Idaho,42°11′24″N 113°54′36″W﻿ / ﻿42.19000°N 113.91000°W,1916,Oakley Canal Company,Lower Goose Creek Reservoir,
