Name,Height,Capacity (MW),Province/State(s),Coordinates,Year of completion,Owner,Reservoir formed,Image
Upper Mark Creek Dam[148],21.5 m (71 ft),0,British Columbia,49°42′36″N 116°2′33″W﻿ / ﻿49.71000°N 116.04250°W,1994,City of Kimberley,Mark Creek Dam Reservoir,
