Name,Height,Capacity (MW),Province/State(s),Coordinates,Year of completion,Owner,Reservoir formed,Image
Bumping Lake Dam,60 ft (18 m)[177],0[178],Washington,46°52′16″N 121°17′58″W﻿ / ﻿46.87111°N 121.29944°W,1910[177],USBR,Raised Bumping Lake,
