Name,Height,Capacity (MW),Province/State(s),Coordinates,Year of completion,Owner,Reservoir formed,Stream
Portneuf Dam[94],47 ft (14 m),0,Idaho,42°52′12″N 111°56′24″W﻿ / ﻿42.87000°N 111.94000°W,1912,Portneuf-Marsh Valley Canal Company,Chesterfield Reservoir,Portneuf River
