Name,Height,Capacity (MW),Province/State(s),Coordinates,Year of completion,Owner,Reservoir formed,Image
Elko Dam[145],52 ft (16 m),12[146],British Columbia,49°17′24″N 115°6′16″W﻿ / ﻿49.29000°N 115.10444°W,1924,BC Hydro,Elko Dam Pool,
