Name,Height,Capacity (MW),Province/State(s),Coordinates,Year of completion,Owner,Reservoir formed,Image
Cle Elum Dam,165 ft (50 m)[177],0[178],Washington,47°14′49″N 121°4′23″W﻿ / ﻿47.24694°N 121.07306°W,1933[177],USBR,Raised Cle Elum Lake,
