Name,Height,Capacity (MW),Province/State(s),Coordinates,Year of completion,Owner,Reservoir formed,Image
Kachess Dam,115 ft (35 m)[177],0[178],Washington,47°15′53″N 121°12′9″W﻿ / ﻿47.26472°N 121.20250°W,1912[177],USBR,Raised Kachess Lake,
