,Brood Year,Nwr Population Name,Number Of Spawners,Start Year,End Year,Effective Catch,Fracwild
837,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,956.0,1959.0,2009.0,2246.0,1.0
838,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1284.0,1959.0,2009.0,814.0,1.0
839,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1106.0,1959.0,2009.0,1326.0,1.0
840,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1152.0,1959.0,2009.0,1223.0,1.0
841,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,914.0,1959.0,2009.0,549.0,1.0
842,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,813.0,1959.0,2009.0,648.0,1.0
843,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,797.0,1959.0,2009.0,320.0,1.0
844,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1169.0,1959.0,2009.0,1251.0,1.0
845,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1263.0,1959.0,2009.0,1464.0,1.0
846,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,947.0,1959.0,2009.0,551.0,1.0
847,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,328.0,1959.0,2009.0,0.0,1.0
848,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,664.0,1959.0,2009.0,172.0,1.0
849,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,221.0,1959.0,2009.0,103.0,1.0
850,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1097.0,1959.0,2009.0,68.0,1.0
851,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,157.0,1959.0,2009.0,19.0,1.0
852,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,155.0,1959.0,2009.0,4.0,1.0
853,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,76.0,1959.0,2009.0,5.0,1.0
854,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,520.0,1959.0,2009.0,45.0,1.0
855,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,375.0,1959.0,2009.0,37.0,1.0
856,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,492.0,1959.0,2009.0,54.0,1.0
857,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,675.0,1959.0,2009.0,47.0,1.0
858,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,419.0,1959.0,2009.0,27.0,0.77
859,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,640.0,1959.0,2009.0,37.0,0.68
860,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,975.0,1959.0,2009.0,83.0,0.55
861,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,296.0,1959.0,2009.0,7.0,0.24
862,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,95.0,1959.0,2009.0,7.0,0.6
863,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,163.0,1959.0,2009.0,11.0,0.65
864,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,196.0,1959.0,2009.0,4.0,0.25
865,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,501.0,1959.0,2009.0,18.0,0.49
866,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,67.0,1959.0,2009.0,5.0,0.75
867,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,37.0,1959.0,2009.0,1.0,1.0
868,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,96.0,1959.0,2009.0,4.0,1.0
869,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,191.0,1959.0,2009.0,13.0,0.96
870,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,193.0,1959.0,2009.0,10.0,1.0
871,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,132.0,1959.0,2009.0,5.0,0.91
872,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,388.0,1959.0,2009.0,15.0,0.75
873,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,689.0,1959.0,2009.0,91.0,0.79
874,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,897.0,1959.0,2009.0,65.0,0.52
875,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,894.0,1959.0,2009.0,47.0,0.55
876,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,963.0,1959.0,2009.0,35.0,0.36
877,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,694.0,1959.0,2009.0,11.0,0.24
878,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,521.0,1959.0,2009.0,14.0,0.41
879,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,443.0,1959.0,2009.0,17.0,0.48
880,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1778.0,1959.0,2009.0,127.0,0.43
881,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1240.0,1959.0,2009.0,,0.47
882,1954,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,794.0,1954.0,2009.0,,1.0
883,1955,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1082.0,1954.0,2009.0,,1.0
884,1956,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,2020.0,1954.0,2009.0,,1.0
885,1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,4104.0,1954.0,2009.0,4429.0,1.0
886,1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,305.0,1954.0,2009.0,939.0,1.0
887,1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1984.0,1954.0,2009.0,3061.0,1.0
888,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,898.0,1954.0,2009.0,1044.0,1.0
889,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,438.0,1954.0,2009.0,334.0,1.0
890,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1474.0,1954.0,2009.0,1945.0,1.0
891,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,778.0,1954.0,2009.0,1057.0,1.0
892,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1003.0,1954.0,2009.0,925.0,1.0
893,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,869.0,1954.0,2009.0,1310.0,1.0
894,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,822.0,1954.0,2009.0,562.0,1.0
895,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,305.0,1954.0,2009.0,317.0,1.0
896,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,657.0,1954.0,2009.0,385.0,1.0
897,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,931.0,1954.0,2009.0,788.0,1.0
898,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,942.0,1954.0,2009.0,813.0,1.0
899,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,652.0,1954.0,2009.0,286.0,1.0
900,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,871.0,1954.0,2009.0,783.0,1.0
901,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,683.0,1954.0,2009.0,797.0,1.0
902,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,459.0,1954.0,2009.0,255.0,1.0
903,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,377.0,1954.0,2009.0,0.0,1.0
904,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,547.0,1954.0,2009.0,2.0,1.0
905,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,267.0,1954.0,2009.0,151.0,1.0
906,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1446.0,1954.0,2009.0,90.0,1.0
907,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,92.0,1954.0,2009.0,3.0,1.0
908,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,102.0,1954.0,2009.0,3.0,1.0
909,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,140.0,1954.0,2009.0,9.0,1.0
910,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,228.0,1954.0,2009.0,19.0,1.0
911,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,216.0,1954.0,2009.0,21.0,1.0
912,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,233.0,1954.0,2009.0,25.0,1.0
913,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,1209.0,1954.0,2009.0,84.0,1.0
914,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,655.0,1954.0,2009.0,27.0,0.5
915,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,908.0,1954.0,2009.0,39.0,0.5
916,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,868.0,1954.0,2009.0,81.0,0.63
917,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,319.0,1954.0,2009.0,33.0,1.0
918,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,528.0,1954.0,2009.0,31.0,0.44
919,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,399.0,1954.0,2009.0,26.0,0.62
920,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,394.0,1954.0,2009.0,3.0,0.1
921,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,415.0,1954.0,2009.0,17.0,0.56
922,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,54.0,1954.0,2009.0,3.0,0.56
923,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,70.0,1954.0,2009.0,3.0,1.0
924,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,311.0,1954.0,2009.0,15.0,0.95
925,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,188.0,1954.0,2009.0,13.0,0.96
926,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,209.0,1954.0,2009.0,12.0,1.0
927,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,149.0,1954.0,2009.0,6.0,0.95
928,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,461.0,1954.0,2009.0,26.0,0.97
929,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,608.0,1954.0,2009.0,92.0,0.94
930,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,664.0,1954.0,2009.0,93.0,0.99
931,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,559.0,1954.0,2009.0,56.0,0.99
932,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,493.0,1954.0,2009.0,58.0,0.99
933,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,348.0,1954.0,2009.0,25.0,1.0
934,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,448.0,1954.0,2009.0,35.0,0.94
935,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,313.0,1954.0,2009.0,29.0,0.96
936,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,549.0,1954.0,2009.0,89.0,0.86
937,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,765.0,1954.0,2009.0,,1.0
938,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,1586.0,1964.0,2009.0,1716.0,1.0
939,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,759.0,1964.0,2009.0,1178.0,1.0
940,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,2672.0,1964.0,2009.0,1581.0,1.0
941,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,1778.0,1964.0,2009.0,1958.0,1.0
942,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,1230.0,1964.0,2009.0,488.0,1.0
943,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,2442.0,1964.0,2009.0,1401.0,1.0
944,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,2682.0,1964.0,2009.0,2010.0,1.0
945,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,1576.0,1964.0,2009.0,802.0,1.0
946,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,682.0,1964.0,2009.0,642.0,1.0
947,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,1971.0,1964.0,2009.0,2285.0,1.0
948,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,471.0,1964.0,2009.0,261.0,1.0
949,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,288.0,1964.0,2009.0,0.0,1.0
950,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,192.0,1964.0,2009.0,0.0,1.0
951,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,577.0,1964.0,2009.0,243.0,1.0
952,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,740.0,1964.0,2009.0,46.0,1.0
953,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,48.0,1964.0,2009.0,8.0,1.0
954,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,231.0,1964.0,2009.0,14.0,1.0
955,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,192.0,1964.0,2009.0,13.0,1.0
956,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,260.0,1964.0,2009.0,23.0,1.0
957,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,221.0,1964.0,2009.0,22.0,1.0
958,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,115.0,1964.0,2009.0,12.0,1.0
959,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,346.0,1964.0,2009.0,24.0,1.0
960,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,654.0,1964.0,2009.0,55.0,1.0
961,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,552.0,1964.0,2009.0,4.0,0.09
962,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,610.0,1964.0,2009.0,26.0,0.28
963,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,65.0,1964.0,2009.0,5.0,0.75
964,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,302.0,1964.0,2009.0,9.0,0.22
965,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,272.0,1964.0,2009.0,9.0,0.33
966,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,636.0,1964.0,2009.0,4.0,0.09
967,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,337.0,1964.0,2009.0,13.0,0.54
968,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,150.0,1964.0,2009.0,3.0,0.2
969,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,85.0,1964.0,2009.0,2.0,0.67
970,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,433.0,1964.0,2009.0,21.0,0.98
971,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,281.0,1964.0,2009.0,20.0,0.97
972,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,258.0,1964.0,2009.0,14.0,0.98
973,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,84.0,1964.0,2009.0,3.0,0.85
974,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,471.0,1964.0,2009.0,27.0,0.97
975,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,899.0,1964.0,2009.0,128.0,0.85
976,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,685.0,1964.0,2009.0,95.0,0.96
977,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,541.0,1964.0,2009.0,55.0,1.0
978,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,676.0,1964.0,2009.0,76.0,0.98
979,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,478.0,1964.0,2009.0,36.0,0.94
980,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,359.0,1964.0,2009.0,29.0,1.0
981,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,293.0,1964.0,2009.0,26.0,0.92
982,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,365.0,1964.0,2009.0,60.0,0.94
983,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,348.0,1964.0,2009.0,,0.96
984,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,420.0,1979.0,2009.0,18.0,1.0
985,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,512.0,1979.0,2009.0,16.0,1.0
986,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,835.0,1979.0,2009.0,57.0,1.0
987,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,512.0,1979.0,2009.0,46.0,1.0
988,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,579.0,1979.0,2009.0,56.0,1.0
989,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,337.0,1979.0,2009.0,36.0,1.0
990,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,569.0,1979.0,2009.0,42.0,1.0
991,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,520.0,1979.0,2009.0,53.0,1.0
992,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,481.0,1979.0,2009.0,48.0,1.0
993,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,304.0,1979.0,2009.0,60.0,0.96
994,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,276.0,1979.0,2009.0,29.0,0.76
995,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,611.0,1979.0,2009.0,61.0,0.66
996,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,390.0,1979.0,2009.0,25.0,0.49
997,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,564.0,1979.0,2009.0,30.0,0.56
998,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,436.0,1979.0,2009.0,21.0,0.54
999,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,70.0,1979.0,2009.0,8.0,0.7
1000,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,11.0,1979.0,2009.0,0.0,0.39
1001,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,136.0,1979.0,2009.0,6.0,0.63
1002,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,146.0,1979.0,2009.0,8.0,0.47
1003,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,51.0,1979.0,2009.0,4.0,0.59
1004,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,107.0,1979.0,2009.0,0.0,0.01
1005,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,239.0,1979.0,2009.0,3.0,0.24
1006,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,894.0,1979.0,2009.0,114.0,0.71
1007,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,897.0,1979.0,2009.0,50.0,0.35
1008,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,366.0,1979.0,2009.0,24.0,0.56
1009,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,480.0,1979.0,2009.0,46.0,0.7
1010,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,317.0,1979.0,2009.0,22.0,0.69
1011,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,161.0,1979.0,2009.0,9.0,0.55
1012,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,250.0,1979.0,2009.0,16.0,0.58
1013,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,1056.0,1979.0,2009.0,86.0,0.45
1014,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,1676.0,1979.0,2009.0,,0.4
1015,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1385.0,1960.0,2008.0,3156.0,1.0
1016,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,2376.0,1960.0,2008.0,3100.0,1.0
1017,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1721.0,1960.0,2008.0,3798.0,1.0
1018,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,2106.0,1960.0,2008.0,4984.0,1.0
1019,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1893.0,1960.0,2008.0,2956.0,1.0
1020,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,953.0,1960.0,2008.0,1573.0,1.0
1021,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,2002.0,1960.0,2008.0,1862.0,1.0
1022,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1636.0,1960.0,2008.0,2122.0,1.0
1023,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1999.0,1960.0,2008.0,1829.0,1.0
1024,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1334.0,1960.0,2008.0,1125.0,1.0
1025,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1203.0,1960.0,2008.0,1147.0,1.0
1026,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,531.0,1960.0,2008.0,314.0,1.0
1027,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,819.0,1960.0,2008.0,986.0,1.0
1028,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,1440.0,1960.0,2008.0,2222.0,1.0
1029,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,450.0,1960.0,2008.0,307.0,1.0
1030,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,726.0,1960.0,2008.0,1.0,1.0
1031,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,259.0,1960.0,2008.0,1.0,1.0
1032,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,407.0,1960.0,2008.0,224.0,1.0
1033,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,741.0,1960.0,2008.0,168.0,1.0
