Brood_Year,Nwr_Population_Name,Number_Of_Spawners,Fracwild,Wild_Spawners,Wild_Spawners_Prev_Yr,Wild_Spawners_Two_Yrs_Prior,Wild_Spawners_Three_Yrs_Prior
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1187.0,1.0,1187.0,577.0,1212.0,1693.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,732.0,1.0,732.0,1187.0,577.0,1212.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,812.0,1.0,812.0,732.0,1187.0,577.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,1349.0,1.0,1349.0,812.0,732.0,1187.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,546.0,1.0,546.0,1349.0,812.0,732.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,522.0,1.0,522.0,546.0,1349.0,812.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,126.0,1.0,126.0,522.0,546.0,1349.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,255.0,1.0,255.0,126.0,522.0,546.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,703.0,1.0,703.0,255.0,126.0,522.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,122.0,1.0,122.0,703.0,255.0,126.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,24.0,1.0,24.0,122.0,703.0,255.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,164.0,1.0,164.0,24.0,122.0,703.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,104.0,1.0,104.0,164.0,24.0,122.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,86.0,1.0,86.0,104.0,164.0,24.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,157.0,1.0,157.0,86.0,104.0,164.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,280.0,1.0,280.0,157.0,86.0,104.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,262.0,1.0,262.0,280.0,157.0,86.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,391.0,1.0,391.0,262.0,280.0,157.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,564.0,1.0,564.0,391.0,262.0,280.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,115.0,1.0,115.0,564.0,391.0,262.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,149.0,1.0,149.0,115.0,564.0,391.0
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,104.0,1.0,104.0,149.0,115.0,564.0
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,169.0,1.0,169.0,104.0,149.0,115.0
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,313.0,1.0,313.0,169.0,104.0,149.0
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,13.0,1.0,13.0,313.0,169.0,104.0
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,0.0,1.0,0.0,13.0,313.0,169.0
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,25.0,1.0,25.0,0.0,13.0,313.0
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,162.0,1.0,162.0,25.0,0.0,13.0
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,235.0,1.0,235.0,162.0,25.0,0.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,0.0,1.0,0.0,235.0,162.0,25.0
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,93.0,1.0,93.0,0.0,235.0,162.0
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,508.0,1.0,508.0,93.0,0.0,235.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,484.0,0.99,479.15999999999997,508.0,93.0,0.0
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,872.0,1.0,872.0,479.15999999999997,508.0,93.0
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,93.0,1.0,93.0,872.0,479.15999999999997,508.0
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,66.0,1.0,66.0,93.0,872.0,479.15999999999997
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,126.0,1.0,126.0,66.0,93.0,872.0
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,131.0,1.0,131.0,126.0,66.0,93.0
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,177.0,1.0,177.0,131.0,126.0,66.0
1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,693.0,1.0,693.0,177.0,131.0,126.0
1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,238.0,1.0,238.0,693.0,177.0,131.0
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,210.0,1.0,210.0,238.0,693.0,177.0
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,201.0,1.0,201.0,210.0,238.0,693.0
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,608.0,1.0,608.0,201.0,210.0,238.0
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,430.0,1.0,430.0,608.0,201.0,210.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,644.0,1.0,644.0,430.0,608.0,201.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,188.0,1.0,188.0,644.0,430.0,608.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,109.0,1.0,109.0,188.0,644.0,430.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,876.0,1.0,876.0,109.0,188.0,644.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,827.0,1.0,827.0,876.0,109.0,188.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,876.0,1.0,876.0,827.0,876.0,109.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,852.0,1.0,852.0,876.0,827.0,876.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,574.0,1.0,574.0,852.0,876.0,827.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,358.0,1.0,358.0,574.0,852.0,876.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,438.0,1.0,438.0,358.0,574.0,852.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,481.0,1.0,481.0,438.0,358.0,574.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,185.0,1.0,185.0,481.0,438.0,358.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,309.0,1.0,309.0,185.0,481.0,438.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,86.0,1.0,86.0,309.0,185.0,481.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,31.0,1.0,31.0,86.0,309.0,185.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,395.0,1.0,395.0,31.0,86.0,309.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,93.0,1.0,93.0,395.0,31.0,86.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,12.0,1.0,12.0,93.0,395.0,31.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,43.0,1.0,43.0,12.0,93.0,395.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,19.0,1.0,19.0,43.0,12.0,93.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,49.0,1.0,49.0,19.0,43.0,12.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,0.0,1.0,0.0,49.0,19.0,43.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,62.0,1.0,62.0,0.0,49.0,19.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,401.0,1.0,401.0,62.0,0.0,49.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,68.0,1.0,68.0,401.0,62.0,0.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,303.0,1.0,303.0,68.0,401.0,62.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,22.0,1.0,22.0,303.0,68.0,401.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,87.0,1.0,87.0,22.0,303.0,68.0
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,108.0,1.0,108.0,87.0,22.0,303.0
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,11.0,1.0,11.0,108.0,87.0,22.0
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,132.0,1.0,132.0,11.0,108.0,87.0
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,0.0,1.0,0.0,132.0,11.0,108.0
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,2.0,1.0,2.0,0.0,132.0,11.0
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,28.0,1.0,28.0,2.0,0.0,132.0
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,37.0,1.0,37.0,28.0,2.0,0.0
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,102.0,1.0,102.0,37.0,28.0,2.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,0.0,1.0,0.0,102.0,37.0,28.0
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,11.0,1.0,11.0,0.0,102.0,37.0
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,87.0,1.0,87.0,11.0,0.0,102.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,201.0,1.0,201.0,87.0,11.0,0.0
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,191.0,1.0,191.0,201.0,87.0,11.0
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,15.0,1.0,15.0,191.0,201.0,87.0
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,28.0,1.0,28.0,15.0,191.0,201.0
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,54.0,1.0,54.0,28.0,15.0,191.0
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,67.0,1.0,67.0,54.0,28.0,15.0
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,126.0,1.0,126.0,67.0,54.0,28.0
1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,282.0,1.0,282.0,126.0,67.0,54.0
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,679.0,1.0,679.0,282.0,126.0,67.0
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,1183.0,1.0,1183.0,679.0,282.0,126.0
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,478.0,1.0,478.0,1183.0,679.0,282.0
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,760.0,1.0,760.0,478.0,1183.0,679.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,684.0,1.0,684.0,760.0,478.0,1183.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,797.0,1.0,797.0,684.0,760.0,478.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,298.0,1.0,298.0,797.0,684.0,760.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,284.0,1.0,284.0,298.0,797.0,684.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,737.0,1.0,737.0,284.0,298.0,797.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,328.0,1.0,328.0,737.0,284.0,298.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,702.0,1.0,702.0,328.0,737.0,284.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,335.0,1.0,335.0,702.0,328.0,737.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,471.0,1.0,471.0,335.0,702.0,328.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,566.0,1.0,566.0,471.0,335.0,702.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,698.0,1.0,698.0,566.0,471.0,335.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,275.0,1.0,275.0,698.0,566.0,471.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,178.0,1.0,178.0,275.0,698.0,566.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,176.0,1.0,176.0,178.0,275.0,698.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,208.0,1.0,208.0,176.0,178.0,275.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,291.0,1.0,291.0,208.0,176.0,178.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,92.0,1.0,92.0,291.0,208.0,176.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,62.0,1.0,62.0,92.0,291.0,208.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,116.0,1.0,116.0,62.0,92.0,291.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,95.0,1.0,95.0,116.0,62.0,92.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,162.0,1.0,162.0,95.0,116.0,62.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,44.0,1.0,44.0,162.0,95.0,116.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,194.0,1.0,194.0,44.0,162.0,95.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,136.0,1.0,136.0,194.0,44.0,162.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,185.0,1.0,185.0,136.0,194.0,44.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,353.0,0.96,338.88,185.0,136.0,194.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,109.0,0.96,104.64,338.88,185.0,136.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,143.0,0.96,137.28,104.64,338.88,185.0
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,164.0,0.96,157.44,137.28,104.64,338.88
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,196.0,0.96,188.16,157.44,137.28,104.64
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,365.0,0.96,350.4,188.16,157.44,137.28
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,51.0,0.96,48.96,350.4,188.16,157.44
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,23.0,0.96,22.08,48.96,350.4,188.16
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,60.0,1.0,60.0,22.08,48.96,350.4
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,243.0,0.98,238.14,60.0,22.08,48.96
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,121.0,1.0,121.0,238.14,60.0,22.08
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,55.0,1.0,55.0,121.0,238.14,60.0
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,110.0,0.82,90.19999999999999,55.0,121.0,238.14
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,1257.0,0.83,1043.31,90.19999999999999,55.0,121.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,956.0,0.64,611.84,1043.31,90.19999999999999,55.0
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,660.0,0.75,495.0,611.84,1043.31,90.19999999999999
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,302.0,0.6,181.2,495.0,611.84,1043.31
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,141.0,0.51,71.91,181.2,495.0,611.84
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,155.0,0.41,63.55,71.91,181.2,495.0
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,344.0,0.36,123.83999999999999,63.55,71.91,181.2
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,589.0,0.44,259.16,123.83999999999999,63.55,71.91
1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,870.0,1.0,870.0,259.16,123.83999999999999,63.55
1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,986.0,1.0,986.0,870.0,259.16,123.83999999999999
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,630.0,1.0,630.0,986.0,870.0,259.16
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,1320.0,1.0,1320.0,630.0,986.0,870.0
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,502.0,1.0,502.0,1320.0,630.0,986.0
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,740.0,1.0,740.0,502.0,1320.0,630.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,418.0,1.0,418.0,740.0,502.0,1320.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,661.0,1.0,661.0,418.0,740.0,502.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,356.0,1.0,356.0,661.0,418.0,740.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,511.0,1.0,511.0,356.0,661.0,418.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,511.0,1.0,511.0,511.0,356.0,661.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,211.0,1.0,211.0,511.0,511.0,356.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,379.0,1.0,379.0,211.0,511.0,511.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,231.0,1.0,231.0,379.0,211.0,511.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,349.0,1.0,349.0,231.0,379.0,211.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,324.0,1.0,324.0,349.0,231.0,379.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,250.0,1.0,250.0,324.0,349.0,231.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,74.0,1.0,74.0,250.0,324.0,349.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,48.0,1.0,48.0,74.0,250.0,324.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,63.0,1.0,63.0,48.0,74.0,250.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,106.0,1.0,106.0,63.0,48.0,74.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,333.0,1.0,333.0,106.0,63.0,48.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,72.0,1.0,72.0,333.0,106.0,63.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,72.0,1.0,72.0,72.0,333.0,106.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,194.0,1.0,194.0,72.0,72.0,333.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,238.0,1.0,238.0,194.0,72.0,72.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,358.0,1.0,358.0,238.0,194.0,72.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,156.0,1.0,156.0,358.0,238.0,194.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,384.0,1.0,384.0,156.0,358.0,238.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,306.0,1.0,306.0,384.0,156.0,358.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,321.0,1.0,321.0,306.0,384.0,156.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,412.0,0.96,395.52,321.0,306.0,384.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,260.0,0.96,249.6,395.52,321.0,306.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,146.0,0.96,140.16,249.6,395.52,321.0
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,298.0,0.96,286.08,140.16,249.6,395.52
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,333.0,0.96,319.68,286.08,140.16,249.6
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,346.0,0.96,332.15999999999997,319.68,286.08,140.16
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,101.0,0.96,96.96,332.15999999999997,319.68,286.08
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,71.0,0.96,68.16,96.96,332.15999999999997,319.68
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,177.0,1.0,177.0,68.16,96.96,332.15999999999997
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,349.0,0.97,338.53,177.0,68.16,96.96
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,101.0,0.91,91.91,338.53,177.0,68.16
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,176.0,0.98,172.48,91.91,338.53,177.0
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,534.0,1.0,534.0,172.48,91.91,338.53
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,1395.0,0.92,1283.4,534.0,172.48,91.91
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,1078.0,0.92,991.76,1283.4,534.0,172.48
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,1167.0,0.98,1143.66,991.76,1283.4,534.0
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,956.0,0.94,898.64,1143.66,991.76,1283.4
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,346.0,0.97,335.62,898.64,1143.66,991.76
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,191.0,0.93,177.63,335.62,898.64,1143.66
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,276.0,0.9,248.4,177.63,335.62,898.64
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,821.0,0.93,763.5300000000001,248.4,177.63,335.62
1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,2786.0,1.0,2786.0,763.5300000000001,248.4,177.63
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,3015.0,1.0,3015.0,2786.0,763.5300000000001,248.4
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,5029.0,1.0,5029.0,3015.0,2786.0,763.5300000000001
