,Brood Year,Nwr Population Name,Number Of Spawners,Start Year,End Year,Stream Name
616,1975,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,1000.0,1975.0,2008.0,Snake River
617,1976,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,470.0,1975.0,2008.0,Snake River
618,1977,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,600.0,1975.0,2008.0,Snake River
619,1978,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,640.0,1975.0,2008.0,Snake River
620,1979,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,500.0,1975.0,2008.0,Snake River
621,1980,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,450.0,1975.0,2008.0,Snake River
622,1981,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,340.0,1975.0,2008.0,Snake River
623,1982,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,720.0,1975.0,2008.0,Snake River
624,1983,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,540.0,1975.0,2008.0,Snake River
625,1984,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,640.0,1975.0,2008.0,Snake River
626,1985,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,691.0,1975.0,2008.0,Snake River
627,1986,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,784.0,1975.0,2008.0,Snake River
628,1987,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,951.0,1975.0,2008.0,Snake River
629,1988,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,627.0,1975.0,2008.0,Snake River
630,1989,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,706.0,1975.0,2008.0,Snake River
631,1990,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,335.0,1975.0,2008.0,Snake River
632,1991,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,590.0,1975.0,2008.0,Snake River
633,1992,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,668.0,1975.0,2008.0,Snake River
634,1993,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,952.0,1975.0,2008.0,Snake River
635,1994,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,606.0,1975.0,2008.0,Snake River
636,1995,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,637.0,1975.0,2008.0,Snake River
637,1996,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,919.0,1975.0,2008.0,Snake River
638,1997,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,1007.0,1975.0,2008.0,Snake River
639,1998,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,962.0,1975.0,2008.0,Snake River
640,1999,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,1862.0,1975.0,2008.0,Snake River
641,2000,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,2664.0,1975.0,2008.0,Snake River
642,2001,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,9875.0,1975.0,2008.0,Snake River
643,2002,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,9891.0,1975.0,2008.0,Snake River
644,2003,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,13104.0,1975.0,2008.0,Snake River
645,2004,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,13146.0,1975.0,2008.0,Snake River
646,2005,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,10194.0,1975.0,2008.0,Snake River
647,2006,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,7784.0,1975.0,2008.0,Snake River
648,2007,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,10327.0,1975.0,2008.0,Snake River
649,2008,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,17266.0,1975.0,2008.0,Snake River
660,1955,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,122.0,1955.0,2009.0,Catherine Creek
661,1956,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,2606.0,1955.0,2009.0,Catherine Creek
662,1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1754.0,1955.0,2009.0,Catherine Creek
663,1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,486.0,1955.0,2009.0,Catherine Creek
664,1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,712.0,1955.0,2009.0,Catherine Creek
665,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,3161.0,1955.0,2009.0,Catherine Creek
666,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,347.0,1955.0,2009.0,Catherine Creek
667,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1146.0,1955.0,2009.0,Catherine Creek
668,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,313.0,1955.0,2009.0,Catherine Creek
669,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,208.0,1955.0,2009.0,Catherine Creek
670,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,770.0,1955.0,2009.0,Catherine Creek
671,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,626.0,1955.0,2009.0,Catherine Creek
672,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1625.0,1955.0,2009.0,Catherine Creek
673,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,822.0,1955.0,2009.0,Catherine Creek
674,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1882.0,1955.0,2009.0,Catherine Creek
675,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,992.0,1955.0,2009.0,Catherine Creek
676,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,2319.0,1955.0,2009.0,Catherine Creek
677,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1106.0,1955.0,2009.0,Catherine Creek
678,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1855.0,1955.0,2009.0,Catherine Creek
679,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,753.0,1955.0,2009.0,Catherine Creek
680,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,399.0,1955.0,2009.0,Catherine Creek
681,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1028.0,1955.0,2009.0,Catherine Creek
682,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,104.0,1955.0,2009.0,Catherine Creek
683,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,878.0,1955.0,2009.0,Catherine Creek
684,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,579.0,1955.0,2009.0,Catherine Creek
685,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1034.0,1955.0,2009.0,Catherine Creek
686,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,275.0,1955.0,2009.0,Catherine Creek
687,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,745.0,1955.0,2009.0,Catherine Creek
688,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,733.0,1955.0,2009.0,Catherine Creek
689,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,378.0,1955.0,2009.0,Catherine Creek
690,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,386.0,1955.0,2009.0,Catherine Creek
691,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,399.0,1955.0,2009.0,Catherine Creek
692,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,685.0,1955.0,2009.0,Catherine Creek
693,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,690.0,1955.0,2009.0,Catherine Creek
694,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,191.0,1955.0,2009.0,Catherine Creek
695,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,145.0,1955.0,2009.0,Catherine Creek
696,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,64.0,1955.0,2009.0,Catherine Creek
697,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,162.0,1955.0,2009.0,Catherine Creek
698,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,268.0,1955.0,2009.0,Catherine Creek
699,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,28.0,1955.0,2009.0,Catherine Creek
700,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,38.0,1955.0,2009.0,Catherine Creek
701,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,35.0,1955.0,2009.0,Catherine Creek
702,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,103.0,1955.0,2009.0,Catherine Creek
703,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,91.0,1955.0,2009.0,Catherine Creek
704,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,43.0,1955.0,2009.0,Catherine Creek
705,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,58.0,1955.0,2009.0,Catherine Creek
706,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,512.0,1955.0,2009.0,Catherine Creek
707,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,430.0,1955.0,2009.0,Catherine Creek
708,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,424.0,1955.0,2009.0,Catherine Creek
709,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,215.0,1955.0,2009.0,Catherine Creek
710,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,143.0,1955.0,2009.0,Catherine Creek
711,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,251.0,1955.0,2009.0,Catherine Creek
712,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,171.0,1955.0,2009.0,Catherine Creek
713,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,216.0,1955.0,2009.0,Catherine Creek
714,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,275.0,1955.0,2009.0,Catherine Creek
715,1955,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,56.0,1955.0,2009.0,Upper Grande Ronde River
716,1956,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,40.0,1955.0,2009.0,Upper Grande Ronde River
717,1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,532.0,1955.0,2009.0,Upper Grande Ronde River
718,1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,,1955.0,2009.0,Upper Grande Ronde River
719,1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,178.0,1955.0,2009.0,Upper Grande Ronde River
720,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,346.0,1955.0,2009.0,Upper Grande Ronde River
721,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,578.0,1955.0,2009.0,Upper Grande Ronde River
722,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,972.0,1955.0,2009.0,Upper Grande Ronde River
723,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,115.0,1955.0,2009.0,Upper Grande Ronde River
724,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,550.0,1955.0,2009.0,Upper Grande Ronde River
725,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,620.0,1955.0,2009.0,Upper Grande Ronde River
726,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,508.0,1955.0,2009.0,Upper Grande Ronde River
727,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,768.0,1955.0,2009.0,Upper Grande Ronde River
728,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,1014.0,1955.0,2009.0,Upper Grande Ronde River
729,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,1028.0,1955.0,2009.0,Upper Grande Ronde River
730,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,418.0,1955.0,2009.0,Upper Grande Ronde River
731,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,644.0,1955.0,2009.0,Upper Grande Ronde River
732,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,611.0,1955.0,2009.0,Upper Grande Ronde River
733,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,252.0,1955.0,2009.0,Upper Grande Ronde River
734,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,277.0,1955.0,2009.0,Upper Grande Ronde River
735,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,219.0,1955.0,2009.0,Upper Grande Ronde River
736,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,324.0,1955.0,2009.0,Upper Grande Ronde River
737,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,592.0,1955.0,2009.0,Upper Grande Ronde River
738,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,216.0,1955.0,2009.0,Upper Grande Ronde River
739,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,24.0,1955.0,2009.0,Upper Grande Ronde River
740,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,164.0,1955.0,2009.0,Upper Grande Ronde River
741,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,224.0,1955.0,2009.0,Upper Grande Ronde River
742,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,160.0,1955.0,2009.0,Upper Grande Ronde River
743,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,190.0,1955.0,2009.0,Upper Grande Ronde River
744,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,150.0,1955.0,2009.0,Upper Grande Ronde River
745,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,344.0,1955.0,2009.0,Upper Grande Ronde River
746,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,214.0,1955.0,2009.0,Upper Grande Ronde River
747,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,707.0,1955.0,2009.0,Upper Grande Ronde River
748,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,553.0,1955.0,2009.0,Upper Grande Ronde River
749,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,3.0,1955.0,2009.0,Upper Grande Ronde River
750,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,105.0,1955.0,2009.0,Upper Grande Ronde River
751,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,44.0,1955.0,2009.0,Upper Grande Ronde River
752,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,393.0,1955.0,2009.0,Upper Grande Ronde River
753,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,332.0,1955.0,2009.0,Upper Grande Ronde River
754,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,12.0,1955.0,2009.0,Upper Grande Ronde River
755,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,22.0,1955.0,2009.0,Upper Grande Ronde River
756,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,70.0,1955.0,2009.0,Upper Grande Ronde River
757,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,61.0,1955.0,2009.0,Upper Grande Ronde River
758,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,83.0,1955.0,2009.0,Upper Grande Ronde River
759,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,3.0,1955.0,2009.0,Upper Grande Ronde River
760,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,45.0,1955.0,2009.0,Upper Grande Ronde River
761,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,50.0,1955.0,2009.0,Upper Grande Ronde River
762,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,54.0,1955.0,2009.0,Upper Grande Ronde River
763,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,174.0,1955.0,2009.0,Upper Grande Ronde River
764,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,589.0,1955.0,2009.0,Upper Grande Ronde River
765,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,318.0,1955.0,2009.0,Upper Grande Ronde River
766,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,55.0,1955.0,2009.0,Upper Grande Ronde River
767,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,17.0,1955.0,2009.0,Upper Grande Ronde River
768,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,418.0,1955.0,2009.0,Upper Grande Ronde River
769,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,121.0,1955.0,2009.0,Upper Grande Ronde River
770,1949,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1938.0,1949.0,2009.0,Imnaha River
771,1950,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1024.0,1949.0,2009.0,Imnaha River
772,1951,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1761.0,1949.0,2009.0,Imnaha River
773,1952,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,3574.0,1949.0,2009.0,Imnaha River
774,1953,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2920.0,1949.0,2009.0,Imnaha River
775,1954,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,3054.0,1949.0,2009.0,Imnaha River
776,1955,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,5856.0,1949.0,2009.0,Imnaha River
777,1956,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1728.0,1949.0,2009.0,Imnaha River
778,1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,6267.0,1949.0,2009.0,Imnaha River
779,1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1399.0,1949.0,2009.0,Imnaha River
780,1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,965.0,1949.0,2009.0,Imnaha River
781,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2710.0,1949.0,2009.0,Imnaha River
782,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1854.0,1949.0,2009.0,Imnaha River
783,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2081.0,1949.0,2009.0,Imnaha River
784,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1116.0,1949.0,2009.0,Imnaha River
785,1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2097.0,1949.0,2009.0,Imnaha River
786,1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1586.0,1949.0,2009.0,Imnaha River
787,1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1871.0,1949.0,2009.0,Imnaha River
788,1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1804.0,1949.0,2009.0,Imnaha River
789,1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2022.0,1949.0,2009.0,Imnaha River
790,1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2534.0,1949.0,2009.0,Imnaha River
791,1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1477.0,1949.0,2009.0,Imnaha River
792,1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,3071.0,1949.0,2009.0,Imnaha River
793,1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2819.0,1949.0,2009.0,Imnaha River
794,1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,4363.0,1949.0,2009.0,Imnaha River
795,1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2324.0,1949.0,2009.0,Imnaha River
796,1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1250.0,1949.0,2009.0,Imnaha River
797,1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1065.0,1949.0,2009.0,Imnaha River
798,1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1200.0,1949.0,2009.0,Imnaha River
799,1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,3482.0,1949.0,2009.0,Imnaha River
800,1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,436.0,1949.0,2009.0,Imnaha River
801,1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,336.0,1949.0,2009.0,Imnaha River
802,1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,831.0,1949.0,2009.0,Imnaha River
803,1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1082.0,1949.0,2009.0,Imnaha River
804,1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,797.0,1949.0,2009.0,Imnaha River
805,1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,948.0,1949.0,2009.0,Imnaha River
806,1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1592.0,1949.0,2009.0,Imnaha River
807,1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,769.0,1949.0,2009.0,Imnaha River
808,1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,503.0,1949.0,2009.0,Imnaha River
809,1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,704.0,1949.0,2009.0,Imnaha River
810,1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,347.0,1949.0,2009.0,Imnaha River
811,1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,387.0,1949.0,2009.0,Imnaha River
812,1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,493.0,1949.0,2009.0,Imnaha River
813,1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,758.0,1949.0,2009.0,Imnaha River
814,1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1106.0,1949.0,2009.0,Imnaha River
815,1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,258.0,1949.0,2009.0,Imnaha River
816,1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,313.0,1949.0,2009.0,Imnaha River
817,1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,386.0,1949.0,2009.0,Imnaha River
818,1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,469.0,1949.0,2009.0,Imnaha River
819,1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,387.0,1949.0,2009.0,Imnaha River
820,1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,864.0,1949.0,2009.0,Imnaha River
821,2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1277.0,1949.0,2009.0,Imnaha River
822,2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2282.0,1949.0,2009.0,Imnaha River
823,2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2875.0,1949.0,2009.0,Imnaha River
824,2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2811.0,1949.0,2009.0,Imnaha River
825,2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1462.0,1949.0,2009.0,Imnaha River
826,2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,748.0,1949.0,2009.0,Imnaha River
827,2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,727.0,1949.0,2009.0,Imnaha River
828,2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,737.0,1949.0,2009.0,Imnaha River
829,2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1996.0,1949.0,2009.0,Imnaha River
830,2009,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1962.0,1949.0,2009.0,Imnaha River
831,1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,657.0,1959.0,2009.0,Lostine/Wallowa
832,1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,606.0,1959.0,2009.0,Lostine/Wallowa
833,1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,281.0,1959.0,2009.0,Lostine/Wallowa
834,1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,338.0,1959.0,2009.0,Lostine/Wallowa
835,1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,1104.0,1959.0,2009.0,Lostine/Wallowa
