,Brood Year,Nwr Population Name,Number Of Spawners,Start Year,End Year,Stream Name
4685,2008,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,188.0,1964.0,2008.0,Wind R
4686,1976,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,2063.0,1976.0,2009.0,White Salmon R
4687,1977,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,231.0,1976.0,2009.0,White Salmon R
4688,1978,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1063.0,1976.0,2009.0,White Salmon R
4689,1979,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,662.0,1976.0,2009.0,White Salmon R
4690,1980,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1598.0,1976.0,2009.0,White Salmon R
4691,1981,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,839.0,1976.0,2009.0,White Salmon R
4692,1982,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1579.0,1976.0,2009.0,White Salmon R
4693,1983,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,280.0,1976.0,2009.0,White Salmon R
4694,1984,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,393.0,1976.0,2009.0,White Salmon R
4695,1985,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,153.0,1976.0,2009.0,White Salmon R
4696,1986,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,116.0,1976.0,2009.0,White Salmon R
4697,1987,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,161.0,1976.0,2009.0,White Salmon R
4698,1988,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,382.0,1976.0,2009.0,White Salmon R
4699,1989,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,243.0,1976.0,2009.0,White Salmon R
4700,1990,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,145.0,1976.0,2009.0,White Salmon R
4701,1991,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,75.0,1976.0,2009.0,White Salmon R
4702,1992,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1078.0,1976.0,2009.0,White Salmon R
4703,1993,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,108.0,1976.0,2009.0,White Salmon R
4704,1994,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,288.0,1976.0,2009.0,White Salmon R
4705,1995,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,253.0,1976.0,2009.0,White Salmon R
4706,1996,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,32.0,1976.0,2009.0,White Salmon R
4707,1997,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,124.0,1976.0,2009.0,White Salmon R
4708,1998,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,242.0,1976.0,2009.0,White Salmon R
4709,1999,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,401.0,1976.0,2009.0,White Salmon R
4710,2000,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,167.0,1976.0,2009.0,White Salmon R
4711,2001,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,2072.0,1976.0,2009.0,White Salmon R
4712,2002,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1859.0,1976.0,2009.0,White Salmon R
4713,2003,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,11898.0,1976.0,2009.0,White Salmon R
4714,2004,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,8850.0,1976.0,2009.0,White Salmon R
4715,2005,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1504.0,1976.0,2009.0,White Salmon R
4716,2006,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,796.0,1976.0,2009.0,White Salmon R
4717,2007,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1014.0,1976.0,2009.0,White Salmon R
4718,2008,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,775.0,1976.0,2009.0,White Salmon R
4719,2009,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,1342.0,1976.0,2009.0,White Salmon R
5104,1974,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,549.0,1974.0,2008.0,Clackamas R
5105,1975,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,442.0,1974.0,2008.0,Clackamas R
5106,1976,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,528.0,1974.0,2008.0,Clackamas R
5107,1977,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,531.0,1974.0,2008.0,Clackamas R
5108,1978,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,508.0,1974.0,2008.0,Clackamas R
5109,1979,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,722.0,1974.0,2008.0,Clackamas R
5110,1980,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2589.0,1974.0,2008.0,Clackamas R
5111,1981,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3642.0,1974.0,2008.0,Clackamas R
5112,1982,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3550.0,1974.0,2008.0,Clackamas R
5113,1983,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3170.0,1974.0,2008.0,Clackamas R
5114,1984,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3334.0,1974.0,2008.0,Clackamas R
5115,1985,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2067.0,1974.0,2008.0,Clackamas R
5116,1986,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2192.0,1974.0,2008.0,Clackamas R
5117,1987,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2785.0,1974.0,2008.0,Clackamas R
5118,1988,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3769.0,1974.0,2008.0,Clackamas R
5119,1989,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3481.0,1974.0,2008.0,Clackamas R
5120,1990,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,4133.0,1974.0,2008.0,Clackamas R
5121,1991,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,5592.0,1974.0,2008.0,Clackamas R
5122,1992,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,4287.0,1974.0,2008.0,Clackamas R
5123,1993,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3732.0,1974.0,2008.0,Clackamas R
5124,1994,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2636.0,1974.0,2008.0,Clackamas R
5125,1995,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2000.0,1974.0,2008.0,Clackamas R
5126,1996,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,1083.0,1974.0,2008.0,Clackamas R
5127,1997,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,1546.0,1974.0,2008.0,Clackamas R
5128,1998,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,1702.0,1974.0,2008.0,Clackamas R
5129,1999,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,1049.0,1974.0,2008.0,Clackamas R
5130,2000,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2596.0,1974.0,2008.0,Clackamas R
5131,2001,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,4474.0,1974.0,2008.0,Clackamas R
5132,2002,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,3434.0,1974.0,2008.0,Clackamas R
5133,2003,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,5492.0,1974.0,2008.0,Clackamas R
5134,2004,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,8056.0,1974.0,2008.0,Clackamas R
5135,2005,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,4155.0,1974.0,2008.0,Clackamas R
5136,2006,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,1520.0,1974.0,2008.0,Clackamas R
5137,2007,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,2383.0,1974.0,2008.0,Clackamas R
5138,2008,Chinook Salmon (Upper Willamette River ESU) - Clackamas River Spring-run,1886.0,1974.0,2008.0,Clackamas R
5139,1970,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,2857.0,1970.0,2005.0,McKenzie R
5140,1971,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3451.0,1970.0,2005.0,McKenzie R
5141,1972,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1478.0,1970.0,2005.0,McKenzie R
5142,1973,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3742.0,1970.0,2005.0,McKenzie R
5143,1974,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3657.0,1970.0,2005.0,McKenzie R
5144,1975,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1300.0,1970.0,2005.0,McKenzie R
5145,1976,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1833.0,1970.0,2005.0,McKenzie R
5146,1977,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,2650.0,1970.0,2005.0,McKenzie R
5147,1978,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3020.0,1970.0,2005.0,McKenzie R
5148,1979,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1107.0,1970.0,2005.0,McKenzie R
5149,1980,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1972.0,1970.0,2005.0,McKenzie R
5150,1981,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1087.0,1970.0,2005.0,McKenzie R
5151,1982,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1706.0,1970.0,2005.0,McKenzie R
5152,1983,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1405.0,1970.0,2005.0,McKenzie R
5153,1984,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,921.0,1970.0,2005.0,McKenzie R
5154,1985,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,808.0,1970.0,2005.0,McKenzie R
5155,1986,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1736.0,1970.0,2005.0,McKenzie R
5156,1987,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,2933.0,1970.0,2005.0,McKenzie R
5157,1988,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,6613.0,1970.0,2005.0,McKenzie R
5158,1989,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3852.0,1970.0,2005.0,McKenzie R
5159,1990,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,6988.0,1970.0,2005.0,McKenzie R
5160,1991,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,4287.0,1970.0,2005.0,McKenzie R
5161,1992,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3679.0,1970.0,2005.0,McKenzie R
5162,1993,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3554.0,1970.0,2005.0,McKenzie R
5163,1994,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1507.0,1970.0,2005.0,McKenzie R
5164,1995,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1577.0,1970.0,2005.0,McKenzie R
5165,1996,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1432.0,1970.0,2005.0,McKenzie R
5166,1997,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1110.0,1970.0,2005.0,McKenzie R
5167,1998,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1848.0,1970.0,2005.0,McKenzie R
5168,1999,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,1862.0,1970.0,2005.0,McKenzie R
5169,2000,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,2533.0,1970.0,2005.0,McKenzie R
5170,2001,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,4428.0,1970.0,2005.0,McKenzie R
5171,2002,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,6774.0,1970.0,2005.0,McKenzie R
5172,2003,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,10524.0,1970.0,2005.0,McKenzie R
5173,2004,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,9043.0,1970.0,2005.0,McKenzie R
5174,2005,Chinook Salmon (Upper Willamette River ESU) - McKenzie River Spring-run,3061.0,1970.0,2005.0,McKenzie R
5291,1975,Snake River Lower Mainstem,1000.0,1975.0,2019.0,Snake River
5292,1976,Snake River Lower Mainstem,470.0,1975.0,2019.0,Snake River
5293,1977,Snake River Lower Mainstem,600.0,1975.0,2019.0,Snake River
5294,1978,Snake River Lower Mainstem,640.0,1975.0,2019.0,Snake River
5295,1979,Snake River Lower Mainstem,500.0,1975.0,2019.0,Snake River
5296,1980,Snake River Lower Mainstem,450.0,1975.0,2019.0,Snake River
5297,1981,Snake River Lower Mainstem,340.0,1975.0,2019.0,Snake River
5298,1982,Snake River Lower Mainstem,720.0,1975.0,2019.0,Snake River
5299,1983,Snake River Lower Mainstem,532.0,1975.0,2019.0,Snake River
5300,1984,Snake River Lower Mainstem,618.0,1975.0,2019.0,Snake River
5301,1985,Snake River Lower Mainstem,673.0,1975.0,2019.0,Snake River
5302,1986,Snake River Lower Mainstem,761.0,1975.0,2019.0,Snake River
5303,1987,Snake River Lower Mainstem,902.0,1975.0,2019.0,Snake River
5304,1988,Snake River Lower Mainstem,609.0,1975.0,2019.0,Snake River
5305,1989,Snake River Lower Mainstem,677.0,1975.0,2019.0,Snake River
5306,1990,Snake River Lower Mainstem,317.0,1975.0,2019.0,Snake River
5307,1991,Snake River Lower Mainstem,571.0,1975.0,2019.0,Snake River
5308,1992,Snake River Lower Mainstem,660.0,1975.0,2019.0,Snake River
5309,1993,Snake River Lower Mainstem,937.0,1975.0,2019.0,Snake River
5310,1994,Snake River Lower Mainstem,592.0,1975.0,2019.0,Snake River
5311,1995,Snake River Lower Mainstem,617.0,1975.0,2019.0,Snake River
5312,1996,Snake River Lower Mainstem,899.0,1975.0,2019.0,Snake River
5313,1997,Snake River Lower Mainstem,992.0,1975.0,2019.0,Snake River
5314,1998,Snake River Lower Mainstem,916.0,1975.0,2019.0,Snake River
5315,1999,Snake River Lower Mainstem,1795.0,1975.0,2019.0,Snake River
5316,2000,Snake River Lower Mainstem,2558.0,1975.0,2019.0,Snake River
5317,2001,Snake River Lower Mainstem,9545.0,1975.0,2019.0,Snake River
5318,2002,Snake River Lower Mainstem,9347.0,1975.0,2019.0,Snake River
5319,2003,Snake River Lower Mainstem,11724.0,1975.0,2019.0,Snake River
5320,2004,Snake River Lower Mainstem,15609.0,1975.0,2019.0,Snake River
5321,2005,Snake River Lower Mainstem,9924.0,1975.0,2019.0,Snake River
5322,2006,Snake River Lower Mainstem,6485.0,1975.0,2019.0,Snake River
5323,2007,Snake River Lower Mainstem,8354.0,1975.0,2019.0,Snake River
5324,2008,Snake River Lower Mainstem,11925.0,1975.0,2019.0,Snake River
5325,2009,Snake River Lower Mainstem,20685.0,1975.0,2019.0,Snake River
5326,2010,Snake River Lower Mainstem,39764.0,1975.0,2019.0,Snake River
5327,2011,Snake River Lower Mainstem,23580.0,1975.0,2019.0,Snake River
5328,2012,Snake River Lower Mainstem,30363.0,1975.0,2019.0,Snake River
5329,2013,Snake River Lower Mainstem,51239.0,1975.0,2019.0,Snake River
5330,2014,Snake River Lower Mainstem,52989.0,1975.0,2019.0,Snake River
5331,2015,Snake River Lower Mainstem,52285.0,1975.0,2019.0,Snake River
5332,2016,Snake River Lower Mainstem,31993.0,1975.0,2019.0,Snake River
5333,2017,Snake River Lower Mainstem,21248.0,1975.0,2019.0,Snake River
5334,2018,Snake River Lower Mainstem,11705.0,1975.0,2019.0,Snake River
5335,2019,Snake River Lower Mainstem,12790.0,1975.0,2019.0,Snake River
5336,2011,Big Sheep Creek,333.0,2011.0,2019.0,Big Sheep Creek
5337,2012,Big Sheep Creek,118.0,2011.0,2019.0,Big Sheep Creek
5338,2013,Big Sheep Creek,78.0,2011.0,2019.0,Big Sheep Creek
5339,2014,Big Sheep Creek,113.0,2011.0,2019.0,Big Sheep Creek
5340,2015,Big Sheep Creek,84.0,2011.0,2019.0,Big Sheep Creek
5341,2016,Big Sheep Creek,65.0,2011.0,2019.0,Big Sheep Creek
5342,2017,Big Sheep Creek,34.0,2011.0,2019.0,Big Sheep Creek
5343,2018,Big Sheep Creek,17.0,2011.0,2019.0,Big Sheep Creek
5344,2019,Big Sheep Creek,8.0,2011.0,2019.0,Big Sheep Creek
5345,1953,Catherine Creek,4273.0,1953.0,2019.0,Catherine Creek
5346,1954,Catherine Creek,973.0,1953.0,2019.0,Catherine Creek
5347,1955,Catherine Creek,122.0,1953.0,2019.0,Catherine Creek
5348,1956,Catherine Creek,2606.0,1953.0,2019.0,Catherine Creek
5349,1957,Catherine Creek,1754.0,1953.0,2019.0,Catherine Creek
5350,1958,Catherine Creek,486.0,1953.0,2019.0,Catherine Creek
5351,1959,Catherine Creek,712.0,1953.0,2019.0,Catherine Creek
5352,1960,Catherine Creek,3161.0,1953.0,2019.0,Catherine Creek
5353,1961,Catherine Creek,347.0,1953.0,2019.0,Catherine Creek
5354,1962,Catherine Creek,1146.0,1953.0,2019.0,Catherine Creek
5355,1963,Catherine Creek,313.0,1953.0,2019.0,Catherine Creek
5356,1964,Catherine Creek,208.0,1953.0,2019.0,Catherine Creek
5357,1965,Catherine Creek,770.0,1953.0,2019.0,Catherine Creek
5358,1966,Catherine Creek,626.0,1953.0,2019.0,Catherine Creek
5359,1967,Catherine Creek,1625.0,1953.0,2019.0,Catherine Creek
5360,1968,Catherine Creek,822.0,1953.0,2019.0,Catherine Creek
5361,1969,Catherine Creek,1882.0,1953.0,2019.0,Catherine Creek
5362,1970,Catherine Creek,992.0,1953.0,2019.0,Catherine Creek
5363,1971,Catherine Creek,2319.0,1953.0,2019.0,Catherine Creek
5364,1972,Catherine Creek,1106.0,1953.0,2019.0,Catherine Creek
5365,1973,Catherine Creek,1855.0,1953.0,2019.0,Catherine Creek
5366,1974,Catherine Creek,753.0,1953.0,2019.0,Catherine Creek
5367,1975,Catherine Creek,399.0,1953.0,2019.0,Catherine Creek
5368,1976,Catherine Creek,1028.0,1953.0,2019.0,Catherine Creek
5369,1977,Catherine Creek,104.0,1953.0,2019.0,Catherine Creek
5370,1978,Catherine Creek,878.0,1953.0,2019.0,Catherine Creek
5371,1979,Catherine Creek,579.0,1953.0,2019.0,Catherine Creek
5372,1980,Catherine Creek,1034.0,1953.0,2019.0,Catherine Creek
5373,1981,Catherine Creek,275.0,1953.0,2019.0,Catherine Creek
5374,1982,Catherine Creek,745.0,1953.0,2019.0,Catherine Creek
5375,1983,Catherine Creek,733.0,1953.0,2019.0,Catherine Creek
5376,1984,Catherine Creek,378.0,1953.0,2019.0,Catherine Creek
5377,1985,Catherine Creek,386.0,1953.0,2019.0,Catherine Creek
5378,1986,Catherine Creek,399.0,1953.0,2019.0,Catherine Creek
5379,1987,Catherine Creek,685.0,1953.0,2019.0,Catherine Creek
5380,1988,Catherine Creek,690.0,1953.0,2019.0,Catherine Creek
5381,1989,Catherine Creek,191.0,1953.0,2019.0,Catherine Creek
5382,1990,Catherine Creek,145.0,1953.0,2019.0,Catherine Creek
5383,1991,Catherine Creek,64.0,1953.0,2019.0,Catherine Creek
5384,1992,Catherine Creek,162.0,1953.0,2019.0,Catherine Creek
5385,1993,Catherine Creek,268.0,1953.0,2019.0,Catherine Creek
5386,1994,Catherine Creek,28.0,1953.0,2019.0,Catherine Creek
5387,1995,Catherine Creek,38.0,1953.0,2019.0,Catherine Creek
5388,1996,Catherine Creek,35.0,1953.0,2019.0,Catherine Creek
5389,1997,Catherine Creek,72.0,1953.0,2019.0,Catherine Creek
5390,1998,Catherine Creek,91.0,1953.0,2019.0,Catherine Creek
5391,1999,Catherine Creek,81.0,1953.0,2019.0,Catherine Creek
5392,2000,Catherine Creek,54.0,1953.0,2019.0,Catherine Creek
5393,2001,Catherine Creek,513.0,1953.0,2019.0,Catherine Creek
5394,2002,Catherine Creek,432.0,1953.0,2019.0,Catherine Creek
5395,2003,Catherine Creek,424.0,1953.0,2019.0,Catherine Creek
5396,2004,Catherine Creek,216.0,1953.0,2019.0,Catherine Creek
5397,2005,Catherine Creek,146.0,1953.0,2019.0,Catherine Creek
5398,2006,Catherine Creek,253.0,1953.0,2019.0,Catherine Creek
5399,2007,Catherine Creek,174.0,1953.0,2019.0,Catherine Creek
5400,2008,Catherine Creek,219.0,1953.0,2019.0,Catherine Creek
5401,2009,Catherine Creek,281.0,1953.0,2019.0,Catherine Creek
5402,2010,Catherine Creek,973.0,1953.0,2019.0,Catherine Creek
5403,2010,Catherine Creek,292.0,1953.0,2019.0,Catherine Creek
5404,2011,Catherine Creek,152.0,1953.0,2019.0,Catherine Creek
5405,2011,Catherine Creek,1657.0,1953.0,2019.0,Catherine Creek
5406,2012,Catherine Creek,667.0,1953.0,2019.0,Catherine Creek
5407,2012,Catherine Creek,391.0,1953.0,2019.0,Catherine Creek
5408,2013,Catherine Creek,511.0,1953.0,2019.0,Catherine Creek
5409,2013,Catherine Creek,489.0,1953.0,2019.0,Catherine Creek
5410,2014,Catherine Creek,1059.0,1953.0,2019.0,Catherine Creek
5411,2014,Catherine Creek,981.0,1953.0,2019.0,Catherine Creek
5412,2015,Catherine Creek,514.0,1953.0,2019.0,Catherine Creek
5413,2015,Catherine Creek,309.0,1953.0,2019.0,Catherine Creek
5414,2016,Catherine Creek,364.0,1953.0,2019.0,Catherine Creek
5415,2016,Catherine Creek,260.0,1953.0,2019.0,Catherine Creek
5416,2017,Catherine Creek,72.0,1953.0,2019.0,Catherine Creek
5417,2017,Catherine Creek,139.0,1953.0,2019.0,Catherine Creek
5418,2018,Catherine Creek,121.0,1953.0,2019.0,Catherine Creek
5419,2018,Catherine Creek,68.0,1953.0,2019.0,Catherine Creek
5420,2019,Catherine Creek,101.0,1953.0,2019.0,Catherine Creek
5421,2012,Grande Ronde River Upper Mainstem,135.0,1953.0,2019.0,Grande Ronde River
5422,2013,Grande Ronde River Upper Mainstem,16.0,1953.0,2019.0,Grande Ronde River
5423,2015,Grande Ronde River Upper Mainstem,196.0,1953.0,2019.0,Grande Ronde River
5424,2016,Grande Ronde River Upper Mainstem,61.0,1953.0,2019.0,Grande Ronde River
5425,2017,Grande Ronde River Upper Mainstem,15.0,1953.0,2019.0,Grande Ronde River
5426,2018,Grande Ronde River Upper Mainstem,141.0,1953.0,2019.0,Grande Ronde River
5427,2019,Grande Ronde River Upper Mainstem,14.0,1953.0,2019.0,Grande Ronde River
5428,1953,Grande Ronde Upper Mainstem,16.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5429,1954,Grande Ronde Upper Mainstem,540.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5430,1955,Grande Ronde Upper Mainstem,56.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5431,1956,Grande Ronde Upper Mainstem,40.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5432,1957,Grande Ronde Upper Mainstem,532.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5433,1959,Grande Ronde Upper Mainstem,179.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5434,1960,Grande Ronde Upper Mainstem,346.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5435,1961,Grande Ronde Upper Mainstem,579.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5436,1962,Grande Ronde Upper Mainstem,973.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5437,1963,Grande Ronde Upper Mainstem,115.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5438,1964,Grande Ronde Upper Mainstem,550.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5439,1965,Grande Ronde Upper Mainstem,620.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5440,1966,Grande Ronde Upper Mainstem,508.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5441,1967,Grande Ronde Upper Mainstem,768.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5442,1968,Grande Ronde Upper Mainstem,1014.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5443,1969,Grande Ronde Upper Mainstem,1029.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5444,1970,Grande Ronde Upper Mainstem,418.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5445,1971,Grande Ronde Upper Mainstem,644.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5446,1972,Grande Ronde Upper Mainstem,612.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5447,1973,Grande Ronde Upper Mainstem,252.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5448,1974,Grande Ronde Upper Mainstem,278.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5449,1975,Grande Ronde Upper Mainstem,220.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5450,1976,Grande Ronde Upper Mainstem,324.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5451,1977,Grande Ronde Upper Mainstem,593.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5452,1978,Grande Ronde Upper Mainstem,217.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5453,1979,Grande Ronde Upper Mainstem,25.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5454,1980,Grande Ronde Upper Mainstem,165.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5455,1981,Grande Ronde Upper Mainstem,224.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5456,1982,Grande Ronde Upper Mainstem,161.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5457,1983,Grande Ronde Upper Mainstem,190.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5458,1984,Grande Ronde Upper Mainstem,150.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5459,1985,Grande Ronde Upper Mainstem,345.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5460,1986,Grande Ronde Upper Mainstem,214.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5461,1987,Grande Ronde Upper Mainstem,707.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5462,1988,Grande Ronde Upper Mainstem,554.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5463,1989,Grande Ronde Upper Mainstem,3.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5464,1990,Grande Ronde Upper Mainstem,106.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5465,1991,Grande Ronde Upper Mainstem,45.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5466,1992,Grande Ronde Upper Mainstem,394.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5467,1993,Grande Ronde Upper Mainstem,333.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5468,1994,Grande Ronde Upper Mainstem,13.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5469,1995,Grande Ronde Upper Mainstem,22.0,1953.0,2019.0,Grande Ronde Upper Mainstem
5470,1996,Grande Ronde Upper Mainstem,70.0,1953.0,2019.0,Grande Ronde Upper Mainstem
