Brood_Year,Nwr_Population_Name,Number_Of_Spawners,Start_Year,End_Year,Effective_Catch,Fracwild,Spawners_Prev_Yr,Eff_Catch_Prev_Yr,Fracwild_Prev_Yr,Spawners_Two_Yrs_Prior,Eff_Catch_Two_Yrs_Prior,Fracwild_Two_Yrs_Prior
1977,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,600.0,1975.0,2008.0,1097.0,1.0,470.0,617.0,1.0,1000.0,1851.0,1.0
1978,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,640.0,1975.0,2008.0,1011.0,1.0,600.0,1097.0,1.0,470.0,617.0,1.0
1979,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,500.0,1975.0,2008.0,514.0,1.0,640.0,1011.0,1.0,600.0,1097.0,1.0
1980,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,450.0,1975.0,2008.0,159.0,1.0,500.0,514.0,1.0,640.0,1011.0,1.0
1981,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,340.0,1975.0,2008.0,150.0,1.0,450.0,159.0,1.0,500.0,514.0,1.0
1982,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,720.0,1975.0,2008.0,200.0,1.0,340.0,150.0,1.0,450.0,159.0,1.0
1983,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,540.0,1975.0,2008.0,267.0,0.79,720.0,200.0,1.0,340.0,150.0,1.0
1984,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,640.0,1975.0,2008.0,433.0,0.51,540.0,267.0,0.79,720.0,200.0,1.0
1985,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,691.0,1975.0,2008.0,498.0,0.63,640.0,433.0,0.51,540.0,267.0,0.79
1986,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,784.0,1975.0,2008.0,1366.0,0.57,691.0,498.0,0.63,640.0,433.0,0.51
1987,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,951.0,1975.0,2008.0,793.0,0.27,784.0,1366.0,0.57,691.0,498.0,0.63
1988,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,627.0,1975.0,2008.0,1555.0,0.59,951.0,793.0,0.27,784.0,1366.0,0.57
1989,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,706.0,1975.0,2008.0,955.0,0.42,627.0,1555.0,0.59,951.0,793.0,0.27
1990,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,335.0,1975.0,2008.0,270.0,0.23,706.0,955.0,0.42,627.0,1555.0,0.59
1991,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,590.0,1975.0,2008.0,638.0,0.54,335.0,270.0,0.23,706.0,955.0,0.42
1992,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,668.0,1975.0,2008.0,893.0,0.82,590.0,638.0,0.54,335.0,270.0,0.23
1993,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,952.0,1975.0,2008.0,1284.0,0.78,668.0,893.0,0.82,590.0,638.0,0.54
1994,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,606.0,1975.0,2008.0,373.0,0.67,952.0,1284.0,0.78,668.0,893.0,0.82
1995,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,637.0,1975.0,2008.0,263.0,0.55,606.0,373.0,0.67,952.0,1284.0,0.78
1996,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,919.0,1975.0,2008.0,392.0,0.7,637.0,263.0,0.55,606.0,373.0,0.67
1997,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,1007.0,1975.0,2008.0,784.0,0.79,919.0,392.0,0.7,637.0,263.0,0.55
1998,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,962.0,1975.0,2008.0,218.0,0.32,1007.0,784.0,0.79,919.0,392.0,0.7
1999,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,1862.0,1975.0,2008.0,861.0,0.49,962.0,218.0,0.32,1007.0,784.0,0.79
2000,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,2664.0,1975.0,2008.0,978.0,0.43,1862.0,861.0,0.49,962.0,218.0,0.32
2001,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,9875.0,1975.0,2008.0,3171.0,0.52,2664.0,978.0,0.43,1862.0,861.0,0.49
2002,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,9891.0,1975.0,2008.0,1891.0,0.21,9875.0,3171.0,0.52,2664.0,978.0,0.43
2003,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,13104.0,1975.0,2008.0,3036.0,0.29,9891.0,1891.0,0.21,9875.0,3171.0,0.52
2004,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,13146.0,1975.0,2008.0,2659.0,0.23,13104.0,3036.0,0.29,9891.0,1891.0,0.21
2005,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,10194.0,1975.0,2008.0,3222.0,0.26,13146.0,2659.0,0.23,13104.0,3036.0,0.29
2006,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,7784.0,1975.0,2008.0,2808.0,0.32,10194.0,3222.0,0.26,13146.0,2659.0,0.23
2007,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,10327.0,1975.0,2008.0,1476.0,0.17,7784.0,2808.0,0.32,10194.0,3222.0,0.26
2008,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,17266.0,1975.0,2008.0,1555.0,0.11,10327.0,1476.0,0.17,7784.0,2808.0,0.32
1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,486.0,1955.0,2009.0,1760.0,1.0,17266.0,1555.0,0.11,10327.0,1476.0,0.17
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,712.0,1955.0,2009.0,1560.0,1.0,486.0,1760.0,1.0,17266.0,1555.0,0.11
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,3161.0,1955.0,2009.0,4444.0,1.0,712.0,1560.0,1.0,486.0,1760.0,1.0
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,347.0,1955.0,2009.0,378.0,1.0,3161.0,4444.0,1.0,712.0,1560.0,1.0
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1146.0,1955.0,2009.0,3134.0,1.0,347.0,378.0,1.0,3161.0,4444.0,1.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,313.0,1955.0,2009.0,528.0,1.0,1146.0,3134.0,1.0,347.0,378.0,1.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,208.0,1955.0,2009.0,1038.0,1.0,313.0,528.0,1.0,1146.0,3134.0,1.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,770.0,1955.0,2009.0,1452.0,1.0,208.0,1038.0,1.0,313.0,528.0,1.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,626.0,1955.0,2009.0,2057.0,1.0,770.0,1452.0,1.0,208.0,1038.0,1.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1625.0,1955.0,2009.0,1963.0,1.0,626.0,2057.0,1.0,770.0,1452.0,1.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,822.0,1955.0,2009.0,592.0,1.0,1625.0,1963.0,1.0,626.0,2057.0,1.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1882.0,1955.0,2009.0,1153.0,1.0,822.0,592.0,1.0,1625.0,1963.0,1.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,992.0,1955.0,2009.0,711.0,1.0,1882.0,1153.0,1.0,822.0,592.0,1.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,2319.0,1955.0,2009.0,1190.0,1.0,992.0,711.0,1.0,1882.0,1153.0,1.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1106.0,1955.0,2009.0,1086.0,1.0,2319.0,1190.0,1.0,992.0,711.0,1.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1855.0,1955.0,2009.0,2783.0,1.0,1106.0,1086.0,1.0,2319.0,1190.0,1.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,753.0,1955.0,2009.0,429.0,1.0,1855.0,2783.0,1.0,1106.0,1086.0,1.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,399.0,1955.0,2009.0,0.0,1.0,753.0,429.0,1.0,1855.0,2783.0,1.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1028.0,1955.0,2009.0,4.0,1.0,399.0,0.0,1.0,753.0,429.0,1.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,104.0,1955.0,2009.0,362.0,1.0,1028.0,4.0,1.0,399.0,0.0,1.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,878.0,1955.0,2009.0,55.0,1.0,104.0,362.0,1.0,1028.0,4.0,1.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,579.0,1955.0,2009.0,24.0,1.0,878.0,55.0,1.0,104.0,362.0,1.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,1034.0,1955.0,2009.0,32.0,1.0,579.0,24.0,1.0,878.0,55.0,1.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,275.0,1955.0,2009.0,18.0,1.0,1034.0,32.0,1.0,579.0,24.0,1.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,745.0,1955.0,2009.0,66.0,1.0,275.0,18.0,1.0,1034.0,32.0,1.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,733.0,1955.0,2009.0,73.0,1.0,745.0,66.0,1.0,275.0,18.0,1.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,378.0,1955.0,2009.0,42.0,1.0,733.0,73.0,1.0,745.0,66.0,1.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,386.0,1955.0,2009.0,27.0,1.0,378.0,42.0,1.0,733.0,73.0,1.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,399.0,1955.0,2009.0,26.0,0.8,386.0,27.0,1.0,378.0,42.0,1.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,685.0,1955.0,2009.0,13.0,0.22,399.0,26.0,0.8,386.0,27.0,1.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,690.0,1955.0,2009.0,24.0,0.24,685.0,13.0,0.22,399.0,26.0,0.8
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,191.0,1955.0,2009.0,7.0,0.38,690.0,24.0,0.24,685.0,13.0,0.22
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,145.0,1955.0,2009.0,0.0,0.0,191.0,7.0,0.38,690.0,24.0,0.24
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,64.0,1955.0,2009.0,0.0,0.13,145.0,0.0,0.0,191.0,7.0,0.38
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,162.0,1955.0,2009.0,3.0,0.25,64.0,0.0,0.13,145.0,0.0,0.0
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,268.0,1955.0,2009.0,7.0,0.4,162.0,3.0,0.25,64.0,0.0,0.13
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,28.0,1955.0,2009.0,1.0,0.5,268.0,7.0,0.4,162.0,3.0,0.25
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,38.0,1955.0,2009.0,1.0,1.0,28.0,1.0,0.5,268.0,7.0,0.4
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,35.0,1955.0,2009.0,1.0,1.0,38.0,1.0,1.0,28.0,1.0,0.5
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,103.0,1955.0,2009.0,7.0,1.0,35.0,1.0,1.0,38.0,1.0,1.0
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,91.0,1955.0,2009.0,5.0,1.0,103.0,7.0,1.0,35.0,1.0,1.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,43.0,1955.0,2009.0,1.0,1.0,91.0,5.0,1.0,103.0,7.0,1.0
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,58.0,1955.0,2009.0,3.0,1.0,43.0,1.0,1.0,91.0,5.0,1.0
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,512.0,1955.0,2009.0,64.0,0.77,58.0,3.0,1.0,43.0,1.0,1.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,430.0,1955.0,2009.0,34.0,0.5,512.0,64.0,0.77,58.0,3.0,1.0
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,424.0,1955.0,2009.0,22.0,0.41,430.0,34.0,0.5,512.0,64.0,0.77
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,215.0,1955.0,2009.0,6.0,0.17,424.0,22.0,0.41,430.0,34.0,0.5
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,143.0,1955.0,2009.0,3.0,0.26,215.0,6.0,0.17,424.0,22.0,0.41
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,251.0,1955.0,2009.0,8.0,0.37,143.0,3.0,0.26,215.0,6.0,0.17
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,171.0,1955.0,2009.0,6.0,0.29,251.0,8.0,0.37,143.0,3.0,0.26
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,216.0,1955.0,2009.0,16.0,0.35,171.0,6.0,0.29,251.0,8.0,0.37
1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,532.0,1955.0,2009.0,739.0,1.0,216.0,16.0,0.35,171.0,6.0,0.29
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,178.0,1955.0,2009.0,464.0,1.0,532.0,739.0,1.0,216.0,16.0,0.35
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,346.0,1955.0,2009.0,414.0,1.0,178.0,464.0,1.0,532.0,739.0,1.0
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,578.0,1955.0,2009.0,476.0,1.0,346.0,414.0,1.0,178.0,464.0,1.0
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,972.0,1955.0,2009.0,1619.0,1.0,578.0,476.0,1.0,346.0,414.0,1.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,115.0,1955.0,2009.0,283.0,1.0,972.0,1619.0,1.0,578.0,476.0,1.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,550.0,1955.0,2009.0,790.0,1.0,115.0,283.0,1.0,972.0,1619.0,1.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,620.0,1955.0,2009.0,1292.0,1.0,550.0,790.0,1.0,115.0,283.0,1.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,508.0,1955.0,2009.0,625.0,1.0,620.0,1292.0,1.0,550.0,790.0,1.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,768.0,1955.0,2009.0,926.0,1.0,508.0,625.0,1.0,620.0,1292.0,1.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,1014.0,1955.0,2009.0,615.0,1.0,768.0,926.0,1.0,508.0,625.0,1.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,1028.0,1955.0,2009.0,572.0,1.0,1014.0,615.0,1.0,768.0,926.0,1.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,418.0,1955.0,2009.0,352.0,1.0,1028.0,572.0,1.0,1014.0,615.0,1.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,644.0,1955.0,2009.0,295.0,1.0,418.0,352.0,1.0,1028.0,572.0,1.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,611.0,1955.0,2009.0,594.0,1.0,644.0,295.0,1.0,418.0,352.0,1.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,252.0,1955.0,2009.0,312.0,1.0,611.0,594.0,1.0,644.0,295.0,1.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,277.0,1955.0,2009.0,154.0,1.0,252.0,312.0,1.0,611.0,594.0,1.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,219.0,1955.0,2009.0,0.0,1.0,277.0,154.0,1.0,252.0,312.0,1.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,324.0,1955.0,2009.0,1.0,1.0,219.0,0.0,1.0,277.0,154.0,1.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,592.0,1955.0,2009.0,296.0,1.0,324.0,1.0,1.0,219.0,0.0,1.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,216.0,1955.0,2009.0,13.0,1.0,592.0,296.0,1.0,324.0,1.0,1.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,24.0,1955.0,2009.0,1.0,1.0,216.0,13.0,1.0,592.0,296.0,1.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,164.0,1955.0,2009.0,5.0,1.0,24.0,1.0,1.0,216.0,13.0,1.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,224.0,1955.0,2009.0,14.0,1.0,164.0,5.0,1.0,24.0,1.0,1.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,160.0,1955.0,2009.0,13.0,1.0,224.0,14.0,1.0,164.0,5.0,1.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,190.0,1955.0,2009.0,19.0,1.0,160.0,13.0,1.0,224.0,14.0,1.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,150.0,1955.0,2009.0,16.0,1.0,190.0,19.0,1.0,160.0,13.0,1.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,344.0,1955.0,2009.0,24.0,1.0,150.0,16.0,1.0,190.0,19.0,1.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,214.0,1955.0,2009.0,15.0,0.86,344.0,24.0,1.0,150.0,16.0,1.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,707.0,1955.0,2009.0,10.0,0.18,214.0,15.0,0.86,344.0,24.0,1.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,553.0,1955.0,2009.0,6.0,0.08,707.0,10.0,0.18,214.0,15.0,0.86
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,3.0,1955.0,2009.0,0.0,0.0,553.0,6.0,0.08,707.0,10.0,0.18
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,105.0,1955.0,2009.0,7.0,0.5,3.0,0.0,0.0,553.0,6.0,0.08
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,44.0,1955.0,2009.0,2.0,0.6,105.0,7.0,0.5,3.0,0.0,0.0
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,393.0,1955.0,2009.0,6.0,0.21,44.0,2.0,0.6,105.0,7.0,0.5
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,332.0,1955.0,2009.0,5.0,0.23,393.0,6.0,0.21,44.0,2.0,0.6
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,12.0,1955.0,2009.0,0.0,0.33,332.0,5.0,0.23,393.0,6.0,0.21
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,22.0,1955.0,2009.0,1.0,1.0,12.0,0.0,0.33,332.0,5.0,0.23
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,70.0,1955.0,2009.0,3.0,1.0,22.0,1.0,1.0,12.0,0.0,0.33
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,61.0,1955.0,2009.0,4.0,1.0,70.0,3.0,1.0,22.0,1.0,1.0
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,83.0,1955.0,2009.0,5.0,1.0,61.0,4.0,1.0,70.0,3.0,1.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,3.0,1955.0,2009.0,0.0,1.0,83.0,5.0,1.0,61.0,4.0,1.0
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,45.0,1955.0,2009.0,2.0,1.0,3.0,0.0,1.0,83.0,5.0,1.0
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,50.0,1955.0,2009.0,8.0,1.0,45.0,2.0,1.0,3.0,0.0,1.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,54.0,1955.0,2009.0,7.0,0.95,50.0,8.0,1.0,45.0,2.0,1.0
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,174.0,1955.0,2009.0,14.0,0.81,54.0,7.0,0.95,50.0,8.0,1.0
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,589.0,1955.0,2009.0,3.0,0.05,174.0,14.0,0.81,54.0,7.0,0.95
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,318.0,1955.0,2009.0,1.0,0.04,589.0,3.0,0.05,174.0,14.0,0.81
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,55.0,1955.0,2009.0,2.0,0.48,318.0,1.0,0.04,589.0,3.0,0.05
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,17.0,1955.0,2009.0,1.0,0.84,55.0,2.0,0.48,318.0,1.0,0.04
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,418.0,1955.0,2009.0,8.0,0.15,17.0,1.0,0.84,55.0,2.0,0.48
1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,6267.0,1949.0,2009.0,4958.0,1.0,418.0,8.0,0.15,17.0,1.0,0.84
1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1399.0,1949.0,2009.0,2069.0,1.0,6267.0,4958.0,1.0,418.0,8.0,0.15
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,965.0,1949.0,2009.0,1726.0,1.0,1399.0,2069.0,1.0,6267.0,4958.0,1.0
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2710.0,1949.0,2009.0,2835.0,1.0,965.0,1726.0,1.0,1399.0,2069.0,1.0
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1854.0,1949.0,2009.0,1559.0,1.0,2710.0,2835.0,1.0,965.0,1726.0,1.0
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2081.0,1949.0,2009.0,1478.0,1.0,1854.0,1559.0,1.0,2710.0,2835.0,1.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1116.0,1949.0,2009.0,1026.0,1.0,2081.0,1478.0,1.0,1854.0,1559.0,1.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2097.0,1949.0,2009.0,1167.0,1.0,1116.0,1026.0,1.0,2081.0,1478.0,1.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1586.0,1949.0,2009.0,934.0,1.0,2097.0,1167.0,1.0,1116.0,1026.0,1.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1871.0,1949.0,2009.0,507.0,1.0,1586.0,934.0,1.0,2097.0,1167.0,1.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1804.0,1949.0,2009.0,837.0,1.0,1871.0,507.0,1.0,1586.0,934.0,1.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2022.0,1949.0,2009.0,728.0,1.0,1804.0,837.0,1.0,1871.0,507.0,1.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2534.0,1949.0,2009.0,729.0,1.0,2022.0,728.0,1.0,1804.0,837.0,1.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1477.0,1949.0,2009.0,555.0,1.0,2534.0,729.0,1.0,2022.0,728.0,1.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,3071.0,1949.0,2009.0,1015.0,1.0,1477.0,555.0,1.0,2534.0,729.0,1.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2819.0,1949.0,2009.0,1208.0,1.0,3071.0,1015.0,1.0,1477.0,555.0,1.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,4363.0,1949.0,2009.0,2235.0,1.0,2819.0,1208.0,1.0,3071.0,1015.0,1.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,2324.0,1949.0,2009.0,468.0,1.0,4363.0,2235.0,1.0,2819.0,1208.0,1.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1250.0,1949.0,2009.0,1.0,1.0,2324.0,468.0,1.0,4363.0,2235.0,1.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1065.0,1949.0,2009.0,3.0,1.0,1250.0,1.0,1.0,2324.0,468.0,1.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,1200.0,1949.0,2009.0,339.0,1.0,1065.0,3.0,1.0,1250.0,1.0,1.0
