Brood_Year,Nwr_Population_Name,Number_Of_Spawners,Start_Year,End_Year,Effective_Catch,Fracwild,Spawners_Prev_Yr,Eff_Catch_Prev_Yr,Fracwild_Prev_Yr,Spawners_Two_Yrs_Prior,Eff_Catch_Two_Yrs_Prior,Fracwild_Two_Yrs_Prior
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,68.0,1957.0,2008.0,5.0,1.0,401.0,33.0,1.0,62.0,4.0,1.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,303.0,1957.0,2008.0,47.0,1.0,68.0,5.0,1.0,401.0,33.0,1.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,22.0,1957.0,2008.0,2.0,1.0,303.0,47.0,1.0,68.0,5.0,1.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,87.0,1957.0,2008.0,11.0,1.0,22.0,2.0,1.0,303.0,47.0,1.0
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,108.0,1957.0,2008.0,11.0,1.0,87.0,11.0,1.0,22.0,2.0,1.0
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,11.0,1957.0,2008.0,0.0,1.0,108.0,11.0,1.0,87.0,11.0,1.0
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,132.0,1957.0,2008.0,10.0,1.0,11.0,0.0,1.0,108.0,11.0,1.0
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,0.0,1957.0,2008.0,0.0,1.0,132.0,10.0,1.0,11.0,0.0,1.0
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,2.0,1957.0,2008.0,0.0,1.0,0.0,0.0,1.0,132.0,10.0,1.0
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,28.0,1957.0,2008.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,37.0,1957.0,2008.0,2.0,1.0,28.0,1.0,1.0,2.0,0.0,1.0
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,102.0,1957.0,2008.0,6.0,1.0,37.0,2.0,1.0,28.0,1.0,1.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,0.0,1957.0,2008.0,0.0,1.0,102.0,6.0,1.0,37.0,2.0,1.0
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,11.0,1957.0,2008.0,0.0,1.0,0.0,0.0,1.0,102.0,6.0,1.0
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,87.0,1957.0,2008.0,14.0,1.0,11.0,0.0,1.0,0.0,0.0,1.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,201.0,1957.0,2008.0,29.0,1.0,87.0,14.0,1.0,11.0,0.0,1.0
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,191.0,1957.0,2008.0,19.0,1.0,201.0,29.0,1.0,87.0,14.0,1.0
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,15.0,1957.0,2008.0,1.0,1.0,191.0,19.0,1.0,201.0,29.0,1.0
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,28.0,1957.0,2008.0,2.0,1.0,15.0,1.0,1.0,191.0,19.0,1.0
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,54.0,1957.0,2008.0,4.0,1.0,28.0,2.0,1.0,15.0,1.0,1.0
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,67.0,1957.0,2008.0,5.0,1.0,54.0,4.0,1.0,28.0,2.0,1.0
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,126.0,1957.0,2008.0,22.0,1.0,67.0,5.0,1.0,54.0,4.0,1.0
1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,282.0,1958.0,2008.0,318.0,1.0,126.0,22.0,1.0,67.0,5.0,1.0
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,679.0,1958.0,2008.0,757.0,1.0,282.0,318.0,1.0,126.0,22.0,1.0
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,1183.0,1958.0,2008.0,1962.0,1.0,679.0,757.0,1.0,282.0,318.0,1.0
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,478.0,1958.0,2008.0,577.0,1.0,1183.0,1962.0,1.0,679.0,757.0,1.0
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,760.0,1958.0,2008.0,556.0,1.0,478.0,577.0,1.0,1183.0,1962.0,1.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,684.0,1958.0,2008.0,722.0,1.0,760.0,556.0,1.0,478.0,577.0,1.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,797.0,1958.0,2008.0,442.0,1.0,684.0,722.0,1.0,760.0,556.0,1.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,298.0,1958.0,2008.0,37.0,1.0,797.0,442.0,1.0,684.0,722.0,1.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,284.0,1958.0,2008.0,12.0,1.0,298.0,37.0,1.0,797.0,442.0,1.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,737.0,1958.0,2008.0,111.0,1.0,284.0,12.0,1.0,298.0,37.0,1.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,328.0,1958.0,2008.0,28.0,1.0,737.0,111.0,1.0,284.0,12.0,1.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,702.0,1958.0,2008.0,90.0,1.0,328.0,28.0,1.0,737.0,111.0,1.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,335.0,1958.0,2008.0,52.0,1.0,702.0,90.0,1.0,328.0,28.0,1.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,471.0,1958.0,2008.0,103.0,1.0,335.0,52.0,1.0,702.0,90.0,1.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,566.0,1958.0,2008.0,90.0,1.0,471.0,103.0,1.0,335.0,52.0,1.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,698.0,1958.0,2008.0,83.0,1.0,566.0,90.0,1.0,471.0,103.0,1.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,275.0,1958.0,2008.0,0.0,1.0,698.0,83.0,1.0,566.0,90.0,1.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,178.0,1958.0,2008.0,0.0,1.0,275.0,0.0,1.0,698.0,83.0,1.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,176.0,1958.0,2008.0,0.0,1.0,178.0,0.0,1.0,275.0,0.0,1.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,208.0,1958.0,2008.0,6.0,1.0,176.0,0.0,1.0,178.0,0.0,1.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,291.0,1958.0,2008.0,10.0,1.0,208.0,6.0,1.0,176.0,0.0,1.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,92.0,1958.0,2008.0,3.0,1.0,291.0,10.0,1.0,208.0,6.0,1.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,62.0,1958.0,2008.0,2.0,1.0,92.0,3.0,1.0,291.0,10.0,1.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,116.0,1958.0,2008.0,6.0,1.0,62.0,2.0,1.0,92.0,3.0,1.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,95.0,1958.0,2008.0,5.0,1.0,116.0,6.0,1.0,62.0,2.0,1.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,162.0,1958.0,2008.0,4.0,1.0,95.0,5.0,1.0,116.0,6.0,1.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,44.0,1958.0,2008.0,1.0,1.0,162.0,4.0,1.0,95.0,5.0,1.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,194.0,1958.0,2008.0,11.0,1.0,44.0,1.0,1.0,162.0,4.0,1.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,136.0,1958.0,2008.0,6.0,1.0,194.0,11.0,1.0,44.0,1.0,1.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,185.0,1958.0,2008.0,10.0,1.0,136.0,6.0,1.0,194.0,11.0,1.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,353.0,1958.0,2008.0,16.0,0.96,185.0,10.0,1.0,136.0,6.0,1.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,109.0,1958.0,2008.0,0.0,0.96,353.0,16.0,0.96,185.0,10.0,1.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,143.0,1958.0,2008.0,1.0,0.96,109.0,0.0,0.96,353.0,16.0,0.96
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,164.0,1958.0,2008.0,2.0,0.96,143.0,1.0,0.96,109.0,0.0,0.96
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,196.0,1958.0,2008.0,1.0,0.96,164.0,2.0,0.96,143.0,1.0,0.96
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,365.0,1958.0,2008.0,10.0,0.96,196.0,1.0,0.96,164.0,2.0,0.96
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,51.0,1958.0,2008.0,0.0,0.96,365.0,10.0,0.96,196.0,1.0,0.96
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,23.0,1958.0,2008.0,0.0,0.96,51.0,0.0,0.96,365.0,10.0,0.96
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,60.0,1958.0,2008.0,1.0,1.0,23.0,0.0,0.96,51.0,0.0,0.96
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,243.0,1958.0,2008.0,2.0,0.98,60.0,1.0,1.0,23.0,0.0,0.96
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,121.0,1958.0,2008.0,2.0,1.0,243.0,2.0,0.98,60.0,1.0,1.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,55.0,1958.0,2008.0,0.0,1.0,121.0,2.0,1.0,243.0,2.0,0.98
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,110.0,1958.0,2008.0,0.0,0.82,55.0,0.0,1.0,121.0,2.0,1.0
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,1257.0,1958.0,2008.0,4.0,0.83,110.0,0.0,0.82,55.0,0.0,1.0
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,956.0,1958.0,2008.0,8.0,0.64,1257.0,4.0,0.83,110.0,0.0,0.82
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,660.0,1958.0,2008.0,34.0,0.75,956.0,8.0,0.64,1257.0,4.0,0.83
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - East Fork South Fork Salmon River,589.0,1958.0,2008.0,4.0,0.44,660.0,34.0,0.75,956.0,8.0,0.64
1957,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,870.0,1957.0,2008.0,615.0,1.0,589.0,4.0,0.44,660.0,34.0,0.75
1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,986.0,1957.0,2008.0,1102.0,1.0,870.0,615.0,1.0,589.0,4.0,0.44
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,630.0,1957.0,2008.0,696.0,1.0,986.0,1102.0,1.0,870.0,615.0,1.0
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,1320.0,1957.0,2008.0,2193.0,1.0,630.0,696.0,1.0,986.0,1102.0,1.0
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,502.0,1957.0,2008.0,508.0,1.0,1320.0,2193.0,1.0,630.0,696.0,1.0
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,740.0,1957.0,2008.0,550.0,1.0,502.0,508.0,1.0,1320.0,2193.0,1.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,418.0,1957.0,2008.0,390.0,1.0,740.0,550.0,1.0,502.0,508.0,1.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,661.0,1957.0,2008.0,388.0,1.0,418.0,390.0,1.0,740.0,550.0,1.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,356.0,1957.0,2008.0,43.0,1.0,661.0,388.0,1.0,418.0,390.0,1.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,511.0,1957.0,2008.0,23.0,1.0,356.0,43.0,1.0,661.0,388.0,1.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,511.0,1957.0,2008.0,73.0,1.0,511.0,23.0,1.0,356.0,43.0,1.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,211.0,1957.0,2008.0,18.0,1.0,511.0,73.0,1.0,511.0,23.0,1.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,379.0,1957.0,2008.0,42.0,1.0,211.0,18.0,1.0,511.0,73.0,1.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,231.0,1957.0,2008.0,35.0,1.0,379.0,42.0,1.0,211.0,18.0,1.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,349.0,1957.0,2008.0,77.0,1.0,231.0,35.0,1.0,379.0,42.0,1.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,324.0,1957.0,2008.0,53.0,1.0,349.0,77.0,1.0,231.0,35.0,1.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,250.0,1957.0,2008.0,31.0,1.0,324.0,53.0,1.0,349.0,77.0,1.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,74.0,1957.0,2008.0,0.0,1.0,250.0,31.0,1.0,324.0,53.0,1.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,48.0,1957.0,2008.0,0.0,1.0,74.0,0.0,1.0,250.0,31.0,1.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,63.0,1957.0,2008.0,0.0,1.0,48.0,0.0,1.0,74.0,0.0,1.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,106.0,1957.0,2008.0,3.0,1.0,63.0,0.0,1.0,48.0,0.0,1.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,333.0,1957.0,2008.0,11.0,1.0,106.0,3.0,1.0,63.0,0.0,1.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,72.0,1957.0,2008.0,2.0,1.0,333.0,11.0,1.0,106.0,3.0,1.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,72.0,1957.0,2008.0,3.0,1.0,72.0,2.0,1.0,333.0,11.0,1.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,194.0,1957.0,2008.0,11.0,1.0,72.0,3.0,1.0,72.0,2.0,1.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,238.0,1957.0,2008.0,13.0,1.0,194.0,11.0,1.0,72.0,3.0,1.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,358.0,1957.0,2008.0,10.0,1.0,238.0,13.0,1.0,194.0,11.0,1.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,156.0,1957.0,2008.0,4.0,1.0,358.0,10.0,1.0,238.0,13.0,1.0
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,384.0,1957.0,2008.0,23.0,1.0,156.0,4.0,1.0,358.0,10.0,1.0
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,306.0,1957.0,2008.0,15.0,1.0,384.0,23.0,1.0,156.0,4.0,1.0
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,321.0,1957.0,2008.0,17.0,1.0,306.0,15.0,1.0,384.0,23.0,1.0
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,412.0,1957.0,2008.0,18.0,0.96,321.0,17.0,1.0,306.0,15.0,1.0
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,260.0,1957.0,2008.0,1.0,0.96,412.0,18.0,0.96,321.0,17.0,1.0
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,146.0,1957.0,2008.0,1.0,0.96,260.0,1.0,0.96,412.0,18.0,0.96
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,298.0,1957.0,2008.0,3.0,0.96,146.0,1.0,0.96,260.0,1.0,0.96
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,333.0,1957.0,2008.0,2.0,0.96,298.0,3.0,0.96,146.0,1.0,0.96
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,346.0,1957.0,2008.0,7.0,0.96,333.0,2.0,0.96,298.0,3.0,0.96
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,101.0,1957.0,2008.0,1.0,0.96,346.0,7.0,0.96,333.0,2.0,0.96
1995,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,71.0,1957.0,2008.0,1.0,0.96,101.0,1.0,0.96,346.0,7.0,0.96
1996,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,177.0,1957.0,2008.0,5.0,1.0,71.0,1.0,0.96,101.0,1.0,0.96
1997,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,349.0,1957.0,2008.0,4.0,0.97,177.0,5.0,1.0,71.0,1.0,0.96
1998,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,101.0,1957.0,2008.0,1.0,0.91,349.0,4.0,0.97,177.0,5.0,1.0
1999,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,176.0,1957.0,2008.0,2.0,0.98,101.0,1.0,0.91,349.0,4.0,0.97
2000,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,534.0,1957.0,2008.0,3.0,1.0,176.0,2.0,0.98,101.0,1.0,0.91
2001,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,1395.0,1957.0,2008.0,14.0,0.92,534.0,3.0,1.0,176.0,2.0,0.98
2002,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,1078.0,1957.0,2008.0,26.0,0.92,1395.0,14.0,0.92,534.0,3.0,1.0
2003,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,1167.0,1957.0,2008.0,61.0,0.98,1078.0,26.0,0.92,1395.0,14.0,0.92
2004,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,956.0,1957.0,2008.0,0.0,0.94,1167.0,61.0,0.98,1078.0,26.0,0.92
2005,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,346.0,1957.0,2008.0,6.0,0.97,956.0,0.0,0.94,1167.0,61.0,0.98
2006,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,191.0,1957.0,2008.0,6.0,0.93,346.0,6.0,0.97,956.0,0.0,0.94
2007,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,276.0,1957.0,2008.0,14.0,0.9,191.0,6.0,0.93,346.0,6.0,0.97
2008,Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River,821.0,1957.0,2008.0,60.0,0.93,276.0,14.0,0.9,191.0,6.0,0.93
1958,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,2786.0,1958.0,2008.0,3093.0,1.0,821.0,60.0,0.93,276.0,14.0,0.9
1959,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,3015.0,1958.0,2008.0,3307.0,1.0,2786.0,3093.0,1.0,821.0,60.0,0.93
1960,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,5029.0,1958.0,2008.0,7773.0,1.0,3015.0,3307.0,1.0,2786.0,3093.0,1.0
1961,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,2444.0,1958.0,2008.0,3521.0,1.0,5029.0,7773.0,1.0,3015.0,3307.0,1.0
1962,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,3671.0,1958.0,2008.0,2868.0,1.0,2444.0,3521.0,1.0,5029.0,7773.0,1.0
1963,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,2442.0,1958.0,2008.0,2598.0,1.0,3671.0,2868.0,1.0,2444.0,3521.0,1.0
1964,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,908.0,1958.0,2008.0,492.0,1.0,2442.0,2598.0,1.0,3671.0,2868.0,1.0
1965,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,1515.0,1958.0,2008.0,183.0,1.0,908.0,492.0,1.0,2442.0,2598.0,1.0
1966,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,2264.0,1958.0,2008.0,108.0,1.0,1515.0,183.0,1.0,908.0,492.0,1.0
1967,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,2084.0,1958.0,2008.0,274.0,1.0,2264.0,108.0,1.0,1515.0,183.0,1.0
1968,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,1190.0,1958.0,2008.0,84.0,1.0,2084.0,274.0,1.0,2264.0,108.0,1.0
1969,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,1469.0,1958.0,2008.0,186.0,1.0,1190.0,84.0,1.0,2084.0,274.0,1.0
1970,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,1217.0,1958.0,2008.0,201.0,1.0,1469.0,186.0,1.0,1190.0,84.0,1.0
1971,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,973.0,1958.0,2008.0,213.0,1.0,1217.0,201.0,1.0,1469.0,186.0,1.0
1972,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,1310.0,1958.0,2008.0,202.0,1.0,973.0,213.0,1.0,1217.0,201.0,1.0
1973,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,1354.0,1958.0,2008.0,161.0,1.0,1310.0,202.0,1.0,973.0,213.0,1.0
1974,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,504.0,1958.0,2008.0,1.0,1.0,1354.0,161.0,1.0,1310.0,202.0,1.0
1975,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,550.0,1958.0,2008.0,0.0,1.0,504.0,1.0,1.0,1354.0,161.0,1.0
1976,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,557.0,1958.0,2008.0,0.0,1.0,550.0,0.0,1.0,504.0,1.0,1.0
1977,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,522.0,1958.0,2008.0,15.0,1.0,557.0,0.0,1.0,550.0,0.0,1.0
1978,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,580.0,1958.0,2008.0,20.0,1.0,522.0,15.0,1.0,557.0,0.0,1.0
1979,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,266.0,1958.0,2008.0,9.0,1.0,580.0,20.0,1.0,522.0,15.0,1.0
1980,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,268.0,1958.0,2008.0,11.0,1.0,266.0,9.0,1.0,580.0,20.0,1.0
1981,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,291.0,1958.0,2008.0,16.0,1.0,268.0,11.0,1.0,266.0,9.0,1.0
1982,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,256.0,1958.0,2008.0,13.0,0.96,291.0,16.0,1.0,268.0,11.0,1.0
1983,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,427.0,1958.0,2008.0,11.0,0.93,256.0,13.0,0.96,291.0,16.0,1.0
1984,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,381.0,1958.0,2008.0,7.0,0.78,427.0,11.0,0.93,256.0,13.0,0.96
1985,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,746.0,1958.0,2008.0,26.0,0.63,381.0,7.0,0.78,427.0,11.0,0.93
1986,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,668.0,1958.0,2008.0,24.0,0.83,746.0,26.0,0.63,381.0,7.0,0.78
1987,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,1737.0,1958.0,2008.0,76.0,0.8,668.0,24.0,0.83,746.0,26.0,0.63
1988,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,1659.0,1958.0,2008.0,61.0,0.75,1737.0,76.0,0.8,668.0,24.0,0.83
1989,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,501.0,1958.0,2008.0,2.0,0.87,1659.0,61.0,0.75,1737.0,76.0,0.8
1990,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,892.0,1958.0,2008.0,6.0,0.82,501.0,2.0,0.87,1659.0,61.0,0.75
1991,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,908.0,1958.0,2008.0,10.0,0.9,892.0,6.0,0.82,501.0,2.0,0.87
1992,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,1582.0,1958.0,2008.0,4.0,0.37,908.0,10.0,0.9,892.0,6.0,0.82
1993,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,2169.0,1958.0,2008.0,28.0,0.56,1582.0,4.0,0.37,908.0,10.0,0.9
1994,Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Mainstem,552.0,1958.0,2008.0,5.0,0.67,2169.0,28.0,0.56,1582.0,4.0,0.37
